task,seed,step,phase,category,vanilla_success,l11_success,source,tau_all_adjacent,tau_l7_l15_adjacent,tau_l10_l12_adjacent,tau_l11_to_all
google_robot_move_near,2,71,late,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_002/step_071.npz,0.8381878557874765,0.847311580882353,0.8388480392156863,0.6691057874762809
google_robot_move_near,13,8,early,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_013/step_008.npz,0.8404332700822266,0.8342754289215687,0.8225183823529412,0.6424177735610377
google_robot_move_near,13,40,middle,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_013/step_040.npz,0.8310503636938645,0.8499387254901962,0.8178615196078431,0.6617192441492725
google_robot_move_near,13,71,late,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_013/step_071.npz,0.838873734977862,0.8596507352941177,0.8350183823529413,0.6695722643896269
google_robot_move_near,31,8,early,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_031/step_008.npz,0.8313349936748893,0.8320542279411766,0.8257352941176471,0.6443627450980393
google_robot_move_near,31,40,middle,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_031/step_040.npz,0.8299493991144844,0.8307444852941177,0.823560049019608,0.6206732289690071
google_robot_move_near,31,71,late,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_031/step_071.npz,0.8263519924098672,0.8323376225490198,0.8264399509803921,0.6245513124604682
google_robot_move_near,73,8,early,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_073/step_008.npz,0.8400735294117648,0.8302696078431373,0.7728553921568628,0.6162120493358634
google_robot_move_near,73,40,middle,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_073/step_040.npz,0.843164927261227,0.8409160539215688,0.8025428921568628,0.6465211891208098
google_robot_move_near,73,71,late,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_073/step_071.npz,0.8387175838077169,0.8455193014705883,0.8386335784313727,0.6697995730550285
google_robot_move_near,89,8,early,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_089/step_008.npz,0.8460962207463633,0.8444699754901961,0.8169117647058824,0.636822027197976
google_robot_move_near,89,40,middle,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_089/step_040.npz,0.8333708886780518,0.8502450980392158,0.8532475490196079,0.6840547912713473
google_robot_move_near,89,71,late,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_089/step_071.npz,0.8284669512966477,0.8425628063725491,0.8188725490196079,0.6423604522454144
google_robot_move_near,95,8,early,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_095/step_008.npz,0.8400735294117648,0.8302696078431373,0.7728553921568628,0.6162120493358634
google_robot_move_near,95,40,middle,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_095/step_040.npz,0.843164927261227,0.8409160539215688,0.8025428921568628,0.6465211891208098
google_robot_move_near,95,71,late,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_095/step_071.npz,0.8387175838077169,0.8455193014705883,0.8386335784313727,0.6697995730550285
google_robot_move_near,98,8,early,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_098/step_008.npz,0.8338037634408602,0.8161151960784314,0.8040747549019609,0.6357190860215053
google_robot_move_near,98,40,middle,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_098/step_040.npz,0.8359997628083492,0.8427006740196079,0.8035539215686276,0.6313844086021508
google_robot_move_near,98,71,late,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_098/step_071.npz,0.8351676154332702,0.8481234681372549,0.8167892156862746,0.6534452087286527
google_robot_move_near,99,8,early,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_099/step_008.npz,0.8297477862112589,0.8202282475490198,0.8316789215686275,0.6396485610373182
google_robot_move_near,99,40,middle,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_099/step_040.npz,0.8307657337128401,0.8378293504901961,0.846905637254902,0.6594560404807085
google_robot_move_near,99,71,late,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_move_near/seed_099/step_071.npz,0.8182439911448453,0.8377987132352942,0.816513480392157,0.6407238298545226
google_robot_open_drawer,0,11,early,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_000/step_011.npz,0.7968611638203669,0.7912530637254902,0.7889093137254902,0.5992192441492726
google_robot_open_drawer,0,56,middle,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_000/step_056.npz,0.7974956514864011,0.8132659313725491,0.7966911764705882,0.6471398640101204
google_robot_open_drawer,0,101,late,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_000/step_101.npz,0.8074458412397217,0.7947457107843138,0.7509497549019608,0.6081495098039216
google_robot_open_drawer,1,11,early,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_001/step_011.npz,0.7954076750794633,0.7869715073529412,0.7955575980392158,0.5567077927140371
google_robot_open_drawer,1,56,middle,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_001/step_056.npz,0.7973632194813411,0.805905330882353,0.7706801470588236,0.6270062460468061
google_robot_open_drawer,1,101,late,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_001/step_101.npz,0.7939101043643263,0.8034620098039216,0.7771139705882353,0.6169730392156865
google_robot_open_drawer,2,11,early,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_002/step_011.npz,0.8046489563567364,0.7833716299019609,0.7576593137254903,0.5637847881087918
google_robot_open_drawer,2,56,middle,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_002/step_056.npz,0.7847979917773561,0.8015548406862747,0.7682291666666667,0.5871718848829856
google_robot_open_drawer,2,101,late,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_002/step_101.npz,0.7947727098837898,0.8048667998192927,0.7892156862745099,0.5923024947055533
google_robot_open_drawer,11,11,early,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_011/step_011.npz,0.8098513598987982,0.7939108455882353,0.7828125000000001,0.5759685325743201
google_robot_open_drawer,11,56,middle,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_011/step_056.npz,0.8040302814674257,0.823092830882353,0.8140931372549021,0.6607526881720431
google_robot_open_drawer,11,101,late,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_011/step_101.npz,0.8044888519924098,0.8343673406862746,0.7955882352941177,0.6811986084756485
google_robot_open_drawer,32,11,early,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_032/step_011.npz,0.8315912690476457,0.7917815563725491,0.806219362745098,0.5694489831599239
google_robot_open_drawer,32,56,middle,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_032/step_056.npz,0.816879452270677,0.796890318627451,0.7742647058823531,0.6122620904309516
google_robot_open_drawer,32,101,late,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_032/step_101.npz,0.8228138836179634,0.8022058823529412,0.7833026960784315,0.604484898798229
google_robot_open_drawer,56,11,early,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_056/step_011.npz,0.8038089025932954,0.795327818627451,0.7666666666666668,0.5805621442125238
google_robot_open_drawer,56,56,middle,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_056/step_056.npz,0.8085171568627451,0.8259880514705883,0.8089154411764707,0.6626047596457939
google_robot_open_drawer,56,101,late,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_056/step_101.npz,0.8042299177735611,0.800467218137255,0.7666666666666668,0.6427735610373183
google_robot_open_drawer,93,11,early,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_093/step_011.npz,0.8050304395951928,0.7900428921568627,0.735140931372549,0.564986559139785
google_robot_open_drawer,93,56,middle,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_093/step_056.npz,0.8057301549652118,0.815234375,0.8040747549019609,0.6552043801391525
google_robot_open_drawer,93,101,late,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_093/step_101.npz,0.8104917773561039,0.799640012254902,0.746170343137255,0.6432242251739406
google_robot_open_drawer,95,11,early,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_095/step_011.npz,0.8113179949399115,0.8132429534313725,0.8314338235294119,0.6221734661606577
google_robot_open_drawer,95,56,middle,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_095/step_056.npz,0.7851122707147377,0.8199218750000001,0.8084252450980394,0.6310226913345985
google_robot_open_drawer,95,101,late,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_095/step_101.npz,0.7856459519291588,0.7799479166666667,0.7772365196078432,0.6219402277039848
google_robot_open_drawer,97,11,early,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_097/step_011.npz,0.8046153542061987,0.8081954656862746,0.8155637254901962,0.5924138203668565
google_robot_open_drawer,97,56,middle,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_097/step_056.npz,0.7871936274509805,0.8092524509803922,0.8162990196078432,0.6472940385831751
google_robot_open_drawer,97,101,late,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_097/step_101.npz,0.7925996204933589,0.8005897671568628,0.7979779411764707,0.646635831752056
google_robot_open_drawer,99,11,early,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_099/step_011.npz,0.8074853731815308,0.7860370710784315,0.7733762254901961,0.5379289215686274
google_robot_open_drawer,99,56,middle,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_099/step_056.npz,0.7853534155597723,0.7892080269607844,0.7916973039215687,0.6129486875395321
google_robot_open_drawer,99,101,late,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_open_drawer/seed_099/step_101.npz,0.7982783839342189,0.8078661151960784,0.8088235294117647,0.6695011068943707
google_robot_pick_coke_can,0,8,early,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_000/step_008.npz,0.8387946710942441,0.8327818627450981,0.8500000000000001,0.7105411922833651
google_robot_pick_coke_can,0,40,middle,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_000/step_040.npz,0.8395615907653384,0.8519454656862746,0.8557598039215687,0.7142651012017712
google_robot_pick_coke_can,0,71,late,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_000/step_071.npz,0.8403225806451615,0.857153799019608,0.8588541666666667,0.723080724225174
google_robot_pick_coke_can,1,8,early,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_001/step_008.npz,0.825326138519924,0.8496400122549019,0.8151348039215687,0.7036903067678686
google_robot_pick_coke_can,1,40,middle,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_001/step_040.npz,0.8424645713067295,0.8539139093137256,0.8333639705882354,0.7103527577765657
google_robot_pick_coke_can,1,71,late,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_001/step_071.npz,0.842677423767766,0.8550168504901963,0.8322303921568628,0.7134125373396492
google_robot_pick_coke_can,3,8,early,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_003/step_008.npz,0.8344599936748894,0.8429151348039217,0.8473345588235295,0.7337602783048703
google_robot_pick_coke_can,3,40,middle,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_003/step_040.npz,0.8454136358163327,0.8544653799019609,0.8396752450980394,0.7160710309946777
google_robot_pick_coke_can,3,71,late,both_success,True,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_003/step_071.npz,0.8498590154809599,0.859030330882353,0.8433823529411766,0.7212951951512869
google_robot_pick_coke_can,5,8,early,harm,True,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_005/step_008.npz,0.8425996204933589,0.8480315563725491,0.8553002450980394,0.722574715370019
google_robot_pick_coke_can,5,40,middle,harm,True,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_005/step_040.npz,0.8510219006957624,0.8641314338235295,0.8420343137254902,0.7269845034788109
google_robot_pick_coke_can,5,71,late,harm,True,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_005/step_071.npz,0.8444536685641999,0.8554304534313727,0.8499693627450982,0.7318686748893107
google_robot_pick_coke_can,30,8,early,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_030/step_008.npz,0.8234661606578116,0.8171109068627451,0.8101102941176471,0.6662080961416826
google_robot_pick_coke_can,30,40,middle,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_030/step_040.npz,0.8323153858317524,0.8295266544117648,0.8169730392156864,0.6803308823529414
google_robot_pick_coke_can,30,71,late,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_030/step_071.npz,0.8235208094107509,0.824264705882353,0.8183517156862746,0.6799427884670658
google_robot_pick_coke_can,59,8,early,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_059/step_008.npz,0.8277573529411766,0.8383195465686275,0.8162683823529412,0.6538405281467425
google_robot_pick_coke_can,59,40,middle,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_059/step_040.npz,0.8405498893105631,0.8404794730392158,0.8510723039215686,0.6997825743200508
google_robot_pick_coke_can,59,71,late,rescue,False,True,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_059/step_071.npz,0.8261029411764705,0.8257046568627452,0.796139705882353,0.6773738931056293
google_robot_pick_coke_can,95,8,early,harm,True,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_095/step_008.npz,0.8339895635673625,0.8181908700980394,0.8458026960784315,0.6897849462365592
google_robot_pick_coke_can,95,40,middle,harm,True,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_095/step_040.npz,0.831860115532175,0.8347656250000002,0.8337928921568628,0.6915078333352518
google_robot_pick_coke_can,95,71,late,harm,True,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_095/step_071.npz,0.816866302972802,0.8271599264705883,0.8238051470588236,0.6926905439595192
google_robot_pick_coke_can,96,8,early,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_096/step_008.npz,0.8365294908285896,0.8462699142156864,0.8543198529411765,0.699436669829222
google_robot_pick_coke_can,96,40,middle,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_096/step_040.npz,0.8398205249841874,0.8483226102941177,0.8467218137254904,0.7107012966476913
google_robot_pick_coke_can,96,71,late,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_096/step_071.npz,0.8429988931056294,0.846875,0.8372242647058825,0.7071137729285263
google_robot_pick_coke_can,97,8,early,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_097/step_008.npz,0.8347189278937382,0.848874080882353,0.8545036764705883,0.7189021979759646
google_robot_pick_coke_can,97,40,middle,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_097/step_040.npz,0.8327107052498419,0.8497778799019609,0.8504901960784315,0.7166310879190386
google_robot_pick_coke_can,97,71,late,both_fail,False,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_097/step_071.npz,0.8312750438531827,0.8337009803921569,0.8511029411764707,0.7235248037244252
google_robot_pick_coke_can,99,8,early,harm,True,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_099/step_008.npz,0.8358574478178369,0.8382582720588236,0.8231004901960786,0.7009052814674257
google_robot_pick_coke_can,99,40,middle,harm,True,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_099/step_040.npz,0.8402039848197342,0.8416130514705883,0.8208026960784314,0.7076948924731182
google_robot_pick_coke_can,99,71,late,harm,True,False,/home/leju-suzhou/zjt_ws/token-cd/artifacts/prompt_attn_layer_selection_v1/states/google_robot_pick_coke_can/seed_099/step_071.npz,0.8379664769133461,0.8421415441176472,0.8223651960784315,0.7064417299177737
