task,seed,vanilla,shr,l11_matched
google_robot_close_drawer,16,True,False,True
google_robot_close_drawer,17,False,True,False
google_robot_close_drawer,18,False,True,True
google_robot_close_drawer,19,True,False,True
google_robot_close_drawer,20,True,True,True
google_robot_close_drawer,21,False,False,False
google_robot_close_drawer,22,False,False,True
google_robot_close_drawer,23,True,True,True
google_robot_close_drawer,24,False,True,True
google_robot_close_drawer,25,True,True,True
google_robot_close_drawer,26,True,True,True
google_robot_close_drawer,27,False,False,True
google_robot_close_drawer,28,True,False,True
google_robot_close_drawer,29,True,True,True
google_robot_close_drawer,30,True,False,True
google_robot_close_drawer,31,False,True,True
google_robot_close_drawer,32,False,True,True
google_robot_close_drawer,33,True,True,True
google_robot_close_drawer,34,False,True,False
google_robot_close_drawer,35,False,False,True
google_robot_close_drawer,36,False,False,False
google_robot_close_drawer,37,True,True,True
google_robot_close_drawer,38,False,True,True
google_robot_close_drawer,39,True,True,True
google_robot_close_drawer,40,True,True,True
google_robot_close_drawer,41,True,True,True
google_robot_close_drawer,42,True,True,True
google_robot_close_drawer,43,True,True,True
google_robot_close_drawer,44,True,True,True
google_robot_close_drawer,45,False,True,True
google_robot_close_drawer,46,True,True,True
google_robot_close_drawer,47,False,True,True
google_robot_close_drawer,48,True,True,True
google_robot_close_drawer,49,True,True,False
google_robot_close_drawer,50,True,True,True
google_robot_close_drawer,51,False,True,True
google_robot_close_drawer,52,False,True,True
google_robot_close_drawer,53,True,False,True
google_robot_close_drawer,54,False,False,False
google_robot_close_drawer,55,False,True,False
google_robot_close_drawer,56,True,True,True
google_robot_close_drawer,57,True,True,False
google_robot_close_drawer,58,True,True,True
google_robot_close_drawer,59,True,True,True
google_robot_close_drawer,60,True,True,True
google_robot_close_drawer,61,False,False,False
google_robot_close_drawer,62,True,True,True
google_robot_close_drawer,63,True,True,True
google_robot_close_drawer,64,True,True,True
google_robot_close_drawer,65,False,False,True
google_robot_close_drawer,66,True,True,True
google_robot_close_drawer,67,False,True,False
google_robot_close_drawer,68,False,True,True
google_robot_close_drawer,69,False,True,True
google_robot_close_drawer,70,False,True,True
google_robot_close_drawer,71,False,True,False
google_robot_close_drawer,72,True,True,True
google_robot_close_drawer,73,False,False,False
google_robot_close_drawer,74,True,True,True
google_robot_close_drawer,75,True,True,True
google_robot_close_drawer,76,False,True,True
google_robot_close_drawer,77,True,True,True
google_robot_close_drawer,78,False,True,False
google_robot_close_drawer,79,True,True,True
google_robot_close_drawer,80,True,True,True
google_robot_close_drawer,81,False,False,False
google_robot_close_drawer,82,True,True,True
google_robot_close_drawer,83,False,True,True
google_robot_close_drawer,84,False,False,True
google_robot_close_drawer,85,False,True,True
google_robot_close_drawer,86,True,True,True
google_robot_close_drawer,87,False,True,True
google_robot_close_drawer,88,True,True,True
google_robot_close_drawer,89,True,True,True
google_robot_close_drawer,90,False,False,False
google_robot_close_drawer,91,False,True,False
google_robot_close_drawer,92,True,True,True
google_robot_close_drawer,93,True,True,True
google_robot_close_drawer,94,False,False,False
google_robot_close_drawer,95,True,True,True
google_robot_close_drawer,96,True,True,True
google_robot_close_drawer,97,True,False,True
google_robot_close_drawer,98,True,True,True
google_robot_close_drawer,99,True,True,True
google_robot_close_drawer,100,False,False,True
google_robot_close_drawer,101,False,True,False
google_robot_close_drawer,102,True,True,True
google_robot_close_drawer,103,True,True,True
google_robot_close_drawer,104,True,True,True
google_robot_close_drawer,105,True,True,True
google_robot_close_drawer,106,True,True,True
google_robot_close_drawer,107,False,True,True
google_robot_close_drawer,108,False,True,False
google_robot_close_drawer,109,True,True,False
google_robot_close_drawer,110,True,True,True
google_robot_close_drawer,111,True,True,True
google_robot_close_drawer,112,False,False,True
google_robot_close_drawer,113,False,False,True
google_robot_close_drawer,114,False,True,True
google_robot_close_drawer,115,False,True,True
google_robot_close_drawer,116,False,True,False
google_robot_close_drawer,117,False,False,False
google_robot_close_drawer,118,False,False,True
google_robot_close_drawer,119,False,False,False
google_robot_close_drawer,120,False,False,False
google_robot_close_drawer,121,False,False,False
google_robot_close_drawer,122,True,True,True
google_robot_close_drawer,123,False,False,False
google_robot_close_drawer,124,False,True,True
google_robot_close_drawer,125,False,False,False
google_robot_close_drawer,126,False,False,False
google_robot_close_drawer,127,False,False,False
google_robot_close_drawer,128,True,False,True
google_robot_close_drawer,129,False,False,True
google_robot_close_drawer,130,True,False,True
google_robot_close_drawer,131,True,True,True
google_robot_close_drawer,132,True,True,True
google_robot_close_drawer,133,False,False,False
google_robot_close_drawer,134,True,True,False
google_robot_close_drawer,135,False,True,True
google_robot_close_drawer,136,True,False,True
google_robot_close_drawer,137,False,False,True
google_robot_close_drawer,138,False,False,False
google_robot_close_drawer,139,True,True,True
google_robot_close_drawer,140,True,True,True
google_robot_close_drawer,141,False,False,True
google_robot_close_drawer,142,False,True,True
google_robot_close_drawer,143,False,False,True
google_robot_close_drawer,144,False,False,True
google_robot_close_drawer,145,False,False,True
google_robot_close_drawer,146,True,True,True
google_robot_close_drawer,147,True,True,False
google_robot_close_drawer,148,True,True,True
google_robot_close_drawer,149,False,True,True
google_robot_close_drawer,150,True,True,True
google_robot_close_drawer,151,False,True,True
google_robot_close_drawer,152,True,True,True
google_robot_close_drawer,153,True,True,True
google_robot_close_drawer,154,True,False,True
google_robot_close_drawer,155,False,True,True
google_robot_close_drawer,156,False,False,True
google_robot_close_drawer,157,True,True,True
google_robot_close_drawer,158,False,False,False
google_robot_close_drawer,159,True,True,True
google_robot_close_drawer,160,False,False,True
google_robot_close_drawer,161,True,True,True
google_robot_close_drawer,162,False,False,True
google_robot_close_drawer,163,True,True,True
google_robot_close_drawer,164,False,False,True
google_robot_close_drawer,165,True,False,False
google_robot_close_drawer,166,False,True,False
google_robot_close_drawer,167,False,True,True
google_robot_close_drawer,168,False,True,True
google_robot_close_drawer,169,False,True,True
google_robot_close_drawer,170,False,True,True
google_robot_close_drawer,171,True,True,True
google_robot_close_drawer,172,False,False,True
google_robot_close_drawer,173,True,True,True
google_robot_close_drawer,174,False,True,True
google_robot_close_drawer,175,True,True,True
google_robot_close_drawer,176,False,True,True
google_robot_close_drawer,177,False,False,False
google_robot_close_drawer,178,True,True,True
google_robot_close_drawer,179,True,True,True
google_robot_close_drawer,180,False,False,False
google_robot_close_drawer,181,True,True,True
google_robot_close_drawer,182,False,False,False
google_robot_close_drawer,183,True,True,True
google_robot_close_drawer,184,False,True,True
google_robot_close_drawer,185,True,True,True
google_robot_close_drawer,186,True,True,True
google_robot_close_drawer,187,False,False,True
google_robot_close_drawer,188,True,True,False
google_robot_close_drawer,189,True,False,True
google_robot_close_drawer,190,False,True,True
google_robot_close_drawer,191,True,True,True
google_robot_close_drawer,192,True,True,True
google_robot_close_drawer,193,False,True,True
google_robot_close_drawer,194,False,False,True
google_robot_close_drawer,195,True,True,True
google_robot_close_drawer,196,False,False,False
google_robot_close_drawer,197,True,True,True
google_robot_close_drawer,198,True,True,True
google_robot_close_drawer,199,True,True,True
google_robot_close_drawer,200,False,False,False
google_robot_close_drawer,201,True,True,True
google_robot_close_drawer,202,False,True,False
google_robot_close_drawer,203,False,True,True
google_robot_close_drawer,204,True,False,True
google_robot_close_drawer,205,True,False,True
google_robot_close_drawer,206,False,False,False
google_robot_close_drawer,207,False,True,False
google_robot_close_drawer,208,False,True,False
google_robot_close_drawer,209,False,False,False
google_robot_close_drawer,210,False,True,True
google_robot_close_drawer,211,False,True,True
google_robot_close_drawer,212,True,False,False
google_robot_close_drawer,213,True,True,True
google_robot_close_drawer,214,True,True,True
google_robot_close_drawer,215,True,False,True
google_robot_close_drawer,216,False,True,False
google_robot_close_drawer,217,False,False,True
google_robot_close_drawer,218,False,True,False
google_robot_close_drawer,219,True,True,True
google_robot_close_drawer,220,True,True,True
google_robot_close_drawer,221,True,True,True
google_robot_close_drawer,222,True,True,True
google_robot_close_drawer,223,True,False,False
google_robot_close_drawer,224,True,True,True
google_robot_close_drawer,225,False,True,True
google_robot_close_drawer,226,False,False,True
google_robot_close_drawer,227,True,True,True
google_robot_close_drawer,228,False,True,True
google_robot_close_drawer,229,True,True,True
google_robot_close_drawer,230,True,True,True
google_robot_close_drawer,231,True,True,True
google_robot_close_drawer,232,True,False,True
google_robot_close_drawer,233,True,True,True
google_robot_close_drawer,234,True,True,True
google_robot_close_drawer,235,True,True,True
google_robot_close_drawer,236,False,False,False
google_robot_close_drawer,237,False,True,False
google_robot_close_drawer,238,True,True,False
google_robot_close_drawer,239,False,False,False
google_robot_close_drawer,240,True,True,True
google_robot_close_drawer,241,True,True,True
google_robot_close_drawer,242,False,True,True
google_robot_close_drawer,243,False,False,False
google_robot_close_drawer,244,False,True,True
google_robot_close_drawer,245,False,True,True
google_robot_close_drawer,246,True,True,True
google_robot_close_drawer,247,True,True,True
google_robot_close_drawer,248,False,True,True
google_robot_close_drawer,249,True,True,True
google_robot_close_drawer,250,False,True,True
google_robot_close_drawer,251,True,True,True
google_robot_close_drawer,252,False,False,True
google_robot_close_drawer,253,False,True,True
google_robot_close_drawer,254,False,True,False
google_robot_close_drawer,255,False,True,False
google_robot_close_drawer,256,True,True,True
google_robot_close_drawer,257,False,True,True
google_robot_close_drawer,258,False,False,True
google_robot_close_drawer,259,True,True,True
google_robot_close_drawer,260,False,True,True
google_robot_close_drawer,261,True,True,True
google_robot_close_drawer,262,False,True,False
google_robot_close_drawer,263,True,True,True
google_robot_close_drawer,264,False,True,True
google_robot_close_drawer,265,False,False,True
google_robot_close_drawer,266,True,False,True
google_robot_close_drawer,267,True,True,True
google_robot_close_drawer,268,False,False,False
google_robot_close_drawer,269,False,False,True
google_robot_close_drawer,270,False,False,True
google_robot_close_drawer,271,True,True,True
google_robot_close_drawer,272,False,False,True
google_robot_close_drawer,273,True,True,True
google_robot_close_drawer,274,True,False,False
google_robot_close_drawer,275,False,False,False
google_robot_close_drawer,276,True,True,True
google_robot_close_drawer,277,False,False,False
google_robot_close_drawer,278,True,True,True
google_robot_close_drawer,279,False,False,False
google_robot_close_drawer,280,True,True,True
google_robot_close_drawer,281,True,True,True
google_robot_close_drawer,282,False,False,False
google_robot_close_drawer,283,True,True,True
google_robot_close_drawer,284,True,True,True
google_robot_close_drawer,285,False,False,False
google_robot_close_drawer,286,False,True,True
google_robot_close_drawer,287,False,False,False
google_robot_close_drawer,288,True,True,True
google_robot_close_drawer,289,False,True,False
google_robot_close_drawer,290,True,True,True
google_robot_close_drawer,291,True,False,True
google_robot_close_drawer,292,True,True,True
google_robot_close_drawer,293,True,True,True
google_robot_close_drawer,294,False,False,True
google_robot_close_drawer,295,True,True,True
google_robot_close_drawer,296,True,True,True
google_robot_close_drawer,297,True,True,True
google_robot_close_drawer,298,True,True,True
google_robot_close_drawer,299,False,True,False
google_robot_pick_coke_can,0,False,False,True
google_robot_pick_coke_can,1,False,False,False
google_robot_pick_coke_can,2,False,False,True
google_robot_pick_coke_can,3,True,True,True
google_robot_pick_coke_can,4,False,False,False
google_robot_pick_coke_can,5,True,True,False
google_robot_pick_coke_can,6,False,False,False
google_robot_pick_coke_can,7,False,True,True
google_robot_pick_coke_can,8,False,False,False
google_robot_pick_coke_can,9,True,True,True
google_robot_pick_coke_can,10,False,False,False
google_robot_pick_coke_can,11,False,False,False
google_robot_pick_coke_can,12,True,False,True
google_robot_pick_coke_can,13,False,True,True
google_robot_pick_coke_can,14,False,True,True
google_robot_pick_coke_can,15,False,True,True
google_robot_pick_coke_can,16,False,True,False
google_robot_pick_coke_can,17,False,False,False
google_robot_pick_coke_can,18,False,True,True
google_robot_pick_coke_can,19,False,False,False
google_robot_pick_coke_can,20,False,False,False
google_robot_pick_coke_can,21,False,False,False
google_robot_pick_coke_can,22,False,False,False
google_robot_pick_coke_can,23,False,True,True
google_robot_pick_coke_can,24,False,True,False
google_robot_pick_coke_can,25,True,True,True
google_robot_pick_coke_can,26,False,False,False
google_robot_pick_coke_can,27,True,True,True
google_robot_pick_coke_can,28,False,False,True
google_robot_pick_coke_can,29,False,False,False
google_robot_pick_coke_can,30,False,True,False
google_robot_pick_coke_can,31,False,False,False
google_robot_pick_coke_can,32,False,False,False
google_robot_pick_coke_can,33,True,True,True
google_robot_pick_coke_can,34,False,False,True
google_robot_pick_coke_can,35,False,False,False
google_robot_pick_coke_can,36,False,False,False
google_robot_pick_coke_can,37,False,False,True
google_robot_pick_coke_can,38,False,False,False
google_robot_pick_coke_can,39,False,True,False
google_robot_pick_coke_can,40,False,True,True
google_robot_pick_coke_can,41,True,False,False
google_robot_pick_coke_can,42,False,False,True
google_robot_pick_coke_can,43,False,True,True
google_robot_pick_coke_can,44,False,False,True
google_robot_pick_coke_can,45,False,True,False
google_robot_pick_coke_can,46,True,False,True
google_robot_pick_coke_can,47,False,True,False
google_robot_pick_coke_can,48,True,True,True
google_robot_pick_coke_can,49,True,True,False
google_robot_pick_coke_can,50,False,True,True
google_robot_pick_coke_can,51,False,False,False
google_robot_pick_coke_can,52,False,True,False
google_robot_pick_coke_can,53,False,True,True
google_robot_pick_coke_can,54,True,False,False
google_robot_pick_coke_can,55,False,False,False
google_robot_pick_coke_can,56,False,False,False
google_robot_pick_coke_can,57,False,False,True
google_robot_pick_coke_can,58,True,False,False
google_robot_pick_coke_can,59,False,True,True
google_robot_pick_coke_can,60,False,False,False
google_robot_pick_coke_can,61,False,True,False
google_robot_pick_coke_can,62,False,True,True
google_robot_pick_coke_can,63,False,False,True
google_robot_pick_coke_can,64,False,False,True
google_robot_pick_coke_can,65,False,False,False
google_robot_pick_coke_can,66,False,False,False
google_robot_pick_coke_can,67,False,False,False
google_robot_pick_coke_can,68,False,False,True
google_robot_pick_coke_can,69,True,True,False
google_robot_pick_coke_can,70,False,False,False
google_robot_pick_coke_can,71,False,False,False
google_robot_pick_coke_can,72,False,True,True
google_robot_pick_coke_can,73,True,False,True
google_robot_pick_coke_can,74,False,True,True
google_robot_pick_coke_can,75,False,False,False
google_robot_pick_coke_can,76,False,False,False
google_robot_pick_coke_can,77,False,False,False
google_robot_pick_coke_can,78,False,False,True
google_robot_pick_coke_can,79,True,False,False
google_robot_pick_coke_can,80,True,False,True
google_robot_pick_coke_can,81,False,False,False
google_robot_pick_coke_can,82,True,True,False
google_robot_pick_coke_can,83,False,True,False
google_robot_pick_coke_can,84,False,False,False
google_robot_pick_coke_can,85,True,True,True
google_robot_pick_coke_can,86,False,True,False
google_robot_pick_coke_can,87,False,False,True
google_robot_pick_coke_can,88,False,True,True
google_robot_pick_coke_can,89,False,True,False
google_robot_pick_coke_can,90,False,False,False
google_robot_pick_coke_can,91,True,True,True
google_robot_pick_coke_can,92,False,False,True
google_robot_pick_coke_can,93,False,False,True
google_robot_pick_coke_can,94,True,True,True
google_robot_pick_coke_can,95,True,False,False
google_robot_pick_coke_can,96,False,True,False
google_robot_pick_coke_can,97,False,True,False
google_robot_pick_coke_can,98,False,False,True
google_robot_pick_coke_can,99,True,False,False
google_robot_pick_coke_can,100,False,False,False
google_robot_pick_coke_can,101,False,False,True
google_robot_pick_coke_can,102,True,False,True
google_robot_pick_coke_can,103,False,False,False
google_robot_pick_coke_can,104,False,False,False
google_robot_pick_coke_can,105,False,False,False
google_robot_pick_coke_can,106,False,False,False
google_robot_pick_coke_can,107,True,True,False
google_robot_pick_coke_can,108,False,False,False
google_robot_pick_coke_can,109,True,False,True
google_robot_pick_coke_can,110,True,True,True
google_robot_pick_coke_can,111,False,False,False
google_robot_pick_coke_can,112,True,True,True
google_robot_pick_coke_can,113,False,False,False
google_robot_pick_coke_can,114,True,False,False
google_robot_pick_coke_can,115,True,True,True
google_robot_pick_coke_can,116,False,False,False
google_robot_pick_coke_can,117,True,False,False
google_robot_pick_coke_can,118,False,True,True
google_robot_pick_coke_can,119,False,False,False
google_robot_pick_coke_can,120,False,False,False
google_robot_pick_coke_can,121,True,True,True
