split,phase,layer,states,top_alignment,top_minus_random,top_minus_bottom,top_minus_wrong_prompt,causal_margin
exploration,late,2,20,0.3240034601716683,0.3743341373847338,0.3415310295969775,0.014164624192405606,-0.008736376214824919
exploration,late,3,20,0.3162573804783989,0.3665880576914643,0.28081483304346605,-0.002044013202954599,-0.02255536863965756
exploration,late,4,20,0.3297896266655611,0.38012030387862655,0.2529233695097425,0.0351224230652218,0.0019668339871724894
exploration,late,5,20,0.34065411493375636,0.3909847921468218,0.29451828341199526,0.01712468858924236,-0.009724769994596497
exploration,late,6,20,0.3554284427276876,0.405759119940753,0.3265843886156129,0.005312800225858237,-0.02212220124297369
exploration,late,7,20,0.3763588258196549,0.42668950303272035,0.3732192704532385,0.020133643200104898,0.014422563472942579
exploration,late,8,20,0.36537815252980393,0.4157088297428694,0.27087927373459963,0.0007182155495716845,-0.017195830894430848
exploration,late,9,20,0.40532198358685684,0.45565266079992234,0.3975204826959452,0.03887409803245743,0.024253444472655997
exploration,late,10,20,0.4087260297247085,0.4590567069377741,0.3360109537442773,0.04092944648018967,0.005865988226037862
exploration,late,11,20,0.3357357763780666,0.38606645359113206,0.29957549505205827,-0.030343999619206592,-0.057493439802262736
exploration,late,12,20,0.3655372718833774,0.4158679490964429,0.3086896785221592,-0.04542748586151687,-0.0512818570788681
exploration,late,13,20,0.4114254730668815,0.461756150279947,0.3771977761634872,0.045863791564440065,0.025829086760351328
exploration,late,14,20,0.3772155699012004,0.4275462471142659,0.276954906595302,0.03862717668527428,0.01784190337366845
exploration,late,15,20,0.35463211296058084,0.4049627901736462,0.29176107318691347,-0.014300385777717495,-0.06067646627379368
exploration,late,16,20,0.32968696523333474,0.38001764244640024,0.2983103158169135,-0.037770474145182344,-0.05750094614360175
exploration,late,17,20,0.35151548844035907,0.40184616565342457,0.38390659215336764,-0.014077519729656703,-0.014077519729656703
exploration,late,18,20,0.29405925085635515,0.3443899280694207,0.28497647074416366,0.006649321640968766,-0.007926199060580239
exploration,late,19,20,0.33724553721330497,0.3875762144263705,0.2621349428535925,-0.04107729298868133,-0.0437656263163367
exploration,late,20,20,0.2954508408717018,0.3457815180847673,0.24628282859495293,-0.011592519891989358,-0.04743244217945696
exploration,late,21,20,0.34267244587280193,0.3930031230858674,0.27941394159774824,0.02287535663291094,-0.0025740532439755166
exploration,late,22,20,0.34913154349959463,0.3994622207126602,0.27665610731413254,0.012579366872637143,0.0071085817969639585
exploration,late,23,20,0.3120236184078723,0.36235429562093785,0.2282204545636642,0.022689213533130352,-0.03810636128013702
exploration,late,24,20,0.2799338404885738,0.3302645177016393,0.23779359746740775,-0.010704347905071073,-0.05441536980499149
exploration,late,25,20,0.24911075955601011,0.29944143676907553,0.1657812618579969,-0.016537310742799273,-0.09881647848195871
exploration,late,26,20,0.26054553145949877,0.31087620867256427,0.18200350031549148,-0.019384527107703727,-0.1053267307417477
exploration,late,27,20,0.29404031087240934,0.3443709880854748,0.20707772912569616,-0.005455208180475818,-0.07125173141043037
exploration,late,28,20,0.28635587295033893,0.3366865501634045,0.25239126058347555,0.028099889341595057,-0.035400492069902194
exploration,late,29,20,0.28983474601243076,0.3401654232254963,0.29912939892367163,-0.0070270168777534,-0.02608384111647777
exploration,late,30,20,0.25417521176900115,0.3045058889820666,0.25791963027656434,0.012594362252817843,-0.01841870632875588
exploration,late,31,20,0.2253634815314672,0.27569415874453274,0.2114587823338368,-0.03752917724821817,-0.10120175309993909
validation,early,0,10,0.31130603122844513,0.14034331327830427,0.2705533482864927,0.0,-0.02281349469829138
validation,early,1,10,0.33760237002318044,0.16663965207303955,0.31122519164529205,0.022126440377801853,-0.04453839128891085
validation,early,2,10,0.2341100731350118,0.06314735518487088,0.20677534522982915,-0.014690496888111231,-0.10990727987638829
validation,early,3,10,0.3280508861373149,0.15708816818717403,0.28238910163364356,0.015370058502062255,-0.03863552092141176
validation,early,4,10,0.3316459086786562,0.16068319072851525,0.3061720103053005,0.012243250180019294,-0.013087690062944492
validation,early,5,10,0.2817390022607592,0.11077628431061834,0.32753334216465846,0.002206658182147132,-0.02861842766756807
validation,early,6,10,0.35028425043829814,0.17932153248815721,0.3309675546084267,0.025614735859599676,0.005341804113200063
validation,early,7,10,0.3845816252484068,0.21361890729826585,0.3512575518134647,0.06320751240532393,0.04691574026347432
validation,early,8,10,0.34319109710169104,0.17222837915155015,0.348159887647612,0.022667162351435337,-0.005776758569254176
validation,early,9,10,0.36879715586362904,0.1978344379134881,0.3364953004564904,0.06486800445315881,0.017930468048573452
validation,early,10,10,0.3291631941665651,0.15820047621642422,0.3120708020498948,0.006969966807611546,-0.02987302876419074
validation,early,11,10,0.4133567660097869,0.24239404805964598,0.33461753657115706,0.10082608617636209,0.0581625156540321
validation,early,12,10,0.314256703099565,0.14329398514942407,0.2941355976406203,-0.004078030786130315,-0.028326316531527656
validation,early,13,10,0.2847117897802292,0.11374907183008831,0.2628080629939291,-0.0016481123544325404,-0.035793001597136685
validation,early,14,10,0.36985470623929184,0.19889198828915094,0.3650610294446043,0.10303486967881656,0.051385907045458014
validation,early,15,10,0.2849475505255348,0.1139848325753939,0.24057977945564074,0.021969029259461932,-0.029848503976227257
validation,early,16,10,0.3070764942097808,0.13611377625963988,0.24054086866974692,0.027577123657757302,0.0019386003162049665
validation,early,17,10,0.2776461161477631,0.10668339819762218,0.22826200657237958,0.02090379165731372,-0.04376735771962979
validation,early,18,10,0.28036443230131036,0.1094017143511695,0.23058360367056158,-0.0014952525853501263,-0.03260289850460608
validation,early,19,10,0.29883390727148623,0.1278711893213453,0.306581539077153,0.0009253175306307787,-0.015083172888170002
validation,early,20,10,0.2538456272846815,0.08288290933454069,0.2442060697607619,0.019811759953021292,-0.056782923939125665
validation,early,21,10,0.28003143851723916,0.10906872056709824,0.21798647958574344,-0.0022103445701431882,-0.044383374823371076
validation,early,22,10,0.29670267361333436,0.12573995566319346,0.23592081243579624,0.011398594033921624,-0.03540436883312087
validation,early,23,10,0.30669818731414916,0.13573546936400832,0.33754338111135157,-0.006834362255373885,-0.01516983856677721
validation,early,24,10,0.27531278070409915,0.10435006275395826,0.20832191826508595,-0.005787788662216733,-0.05129461393669177
validation,early,25,10,0.277900844607908,0.10693812665776714,0.2600323109484992,-0.022573050255612535,-0.05183544066356984
validation,early,26,10,0.27832811610832825,0.10736539815818731,0.23314114109249143,-0.012996132500261496,-0.05292804012384893
validation,early,27,10,0.2727581303492058,0.1017954123990649,0.1753992785499448,0.008112038694305292,-0.04379700214967515
validation,early,28,10,0.29063630428757303,0.11967358633743211,0.1893931938518981,-0.03606725041578227,-0.05606597788737844
validation,early,29,10,0.2973705327789804,0.1264078148288395,0.2764992265948122,0.01585442132137203,-0.03022132600495305
validation,early,30,10,0.2848700800880919,0.11390736213795098,0.2615462202891002,-0.0036384762399601393,-0.028228932356689117
validation,early,31,10,0.30172081563497927,0.13075809768483831,0.32923456403693735,0.003382046815190423,-0.011710383738129543
validation,middle,0,10,0.20270749324990658,0.13125963046676506,0.15641657908929085,2.2417679572656058e-05,-0.0816569816234097
validation,middle,1,10,0.291960627929066,0.2205127651459245,0.21092621587014443,0.006865777542646723,-0.015384541508075805
validation,middle,2,10,0.21616044973763296,0.1447125869544914,0.20313320438841323,0.011543176788717247,-0.0017280488278438228
validation,middle,3,10,0.1845954656549062,0.11314760287176469,0.17883931595277705,-0.014710058049762397,-0.08159311382214651
validation,middle,4,10,0.14476610379689478,0.07331824101375325,0.17217048536471652,-0.0021096195865282484,-0.09716307267840009
validation,middle,5,10,0.1299455680558718,0.05849770527273024,0.13631585799138773,-0.04803547210619116,-0.12507112506866974
validation,middle,6,10,0.24321394359285603,0.1717660808097145,0.23023340498951766,0.046646509263294826,-0.0034588647908612574
validation,middle,7,10,0.18251486530742156,0.11106700252428003,0.1860658686477959,0.07513546391804535,-0.017615909425809
validation,middle,8,10,0.24822406000562772,0.17677619722248616,0.24225027287906128,0.06003205114119564,-0.03443682498453367
validation,middle,9,10,0.19734353727313342,0.1258956744899919,0.1698787626882027,0.031893420697362694,-0.04250351644088478
validation,middle,10,10,0.158301623172547,0.08685376038940548,0.16065446904800956,-0.034759947857198645,-0.10586016502792248
validation,middle,11,10,0.20089774442938385,0.1294498816462423,0.1890661423960473,0.02708963286508977,-0.03596053429048037
validation,middle,12,10,0.20567099039449013,0.13422312761134858,0.22108679054872882,-0.02200836217857393,-0.07850894344308072
validation,middle,13,10,0.19659513423481267,0.12514727145167115,0.20089853174906183,-0.00014889075997669975,-0.05209499618098976
validation,middle,14,10,0.2316647666921558,0.16021690390901427,0.234233081157937,0.021958123682253958,-0.04217279150944651
validation,middle,15,10,0.2530249821176551,0.18157711933451354,0.27584032932794494,0.0030846667091523074,-0.016636748051482454
validation,middle,16,10,0.2586670113911979,0.18721914860805636,0.2212247175089407,0.04069238543267688,-0.030081836411957812
validation,middle,17,10,0.20435853475633023,0.13291067197318868,0.18205181077606875,0.007114575624335822,-0.06275330621386267
validation,middle,18,10,0.20954108419714007,0.13809322141399855,0.21701668222936185,0.006873340671963578,-0.06728220710118202
validation,middle,19,10,0.1799012582214911,0.10845339543834957,0.22416978845121588,0.028121355862202414,-0.059291247655019655
validation,middle,20,10,0.1751759397448781,0.10372807696173658,0.1529958903458622,0.03645469459404629,-0.047498461361168684
validation,middle,21,10,0.15017098368268283,0.07872312089954132,0.10183600274901235,-0.01970218110960364,-0.08064887439282578
validation,middle,22,10,0.15816218653523206,0.08671432375209054,0.17794228768238426,-0.0008187771776534888,-0.09116441256898669
validation,middle,23,10,0.1439190221597047,0.07247115937656315,0.1403574432820253,-0.01708840653560727,-0.09257350437491889
validation,middle,24,10,0.1342450266747012,0.06279716389155966,0.15683808431274188,-0.0019814359433980994,-0.09191551863381112
validation,middle,25,10,0.2086232063192454,0.1371753435361039,0.17032809510165692,0.0685121160264999,-0.03072728717891383
validation,middle,26,10,0.1523958746813395,0.08094801189819796,0.11664167989224569,-0.015637495688665327,-0.12648254765688122
validation,middle,27,10,0.15407456612439058,0.08262670334124904,0.11826421944967458,0.01744667132756044,-0.0831109400571763
validation,middle,28,10,0.1341448510693135,0.06269698828617196,0.024455788338435036,-0.03704816077715507,-0.13898345972568962
validation,middle,29,10,0.1740242973456474,0.10257643456250587,0.1620057472532588,0.01576713371272055,-0.0856394000112688
validation,middle,30,10,0.18693005462558004,0.1154821918424385,0.23600230761061827,-0.0018452434137261233,-0.10709548530666897
validation,middle,31,10,0.19860219326616527,0.12715433048302374,0.16313671720207984,0.04863877445648087,-0.042813628225870676
validation,late,0,10,0.18135830958863375,0.10023969783079703,0.16115597956272526,0.0022450370724514113,-0.09380633057465007
validation,late,1,10,0.33656339511521055,0.25544478335737386,0.2871055898530404,0.01900960910084217,-0.023993345575850162
validation,late,2,10,0.28938458805299916,0.20826597629516247,0.30448747821761185,0.029833178528999783,-0.023822849002380457
validation,late,3,10,0.25829030266538233,0.17717169090754567,0.23914853233136396,-0.024554401794226098,-0.06480754593335065
validation,late,4,10,0.34184916803266735,0.2607305562748307,0.27720649374979417,0.05861327172879103,-0.017537612605099617
validation,late,5,10,0.32789598228119987,0.24677737052336327,0.33943004089549034,0.008868935033902995,-0.03891534201658907
validation,late,6,10,0.27965446885432066,0.198535857096484,0.2569041712615968,0.02994955025999103,-0.037904762018904206
validation,late,7,10,0.25302991718709283,0.17191130542925614,0.20131183080039272,-0.00356430951283688,-0.09521671578922049
validation,late,8,10,0.32151766257206776,0.24039905081423107,0.180624405858061,0.045141886769020444,-0.04377148495712625
validation,late,9,10,0.2669393034006496,0.18582069164281295,0.2510392897072791,0.014016246862856912,-0.07516842858335152
validation,late,10,10,0.32036967690532603,0.23925106514748934,0.2101573147337979,0.04899380027567922,-0.024497614258482535
validation,late,11,10,0.2741339923150146,0.1930153805571779,0.2346021485416006,0.004338890809207766,-0.09546085411713576
validation,late,12,10,0.2871208235224044,0.20600221176456776,0.1534420605077496,-0.014455341550015441,-0.10048113897179971
validation,late,13,10,0.2947731454613793,0.2136545337035427,0.16105769750312623,-0.00017619068150498407,-0.09817467847410723
validation,late,14,10,0.2498119557196153,0.16869334396177862,0.11537950111487572,-0.023258934499166453,-0.1312075921125775
validation,late,15,10,0.2905501262542635,0.20943151449642686,0.20039479119784348,-0.008344094397767432,-0.07886893951682752
validation,late,16,10,0.2800809846906155,0.19896237293277882,0.20209776632921733,0.00374739946769658,-0.07957784194228439
validation,late,17,10,0.26449695123966055,0.18337833948182383,0.26665452575912746,0.020770677197786407,-0.06658183569539547
validation,late,18,10,0.23942813401594357,0.15830952225810685,0.252450811647532,-0.02809337958035892,-0.10510828741271908
validation,late,19,10,0.26504567720104416,0.18392706544320747,0.22380351569652537,0.019078027292590262,-0.07716191932899215
validation,late,20,10,0.24190847561864928,0.1607898638608126,0.21899724660753503,0.024040404752815846,-0.08631631985281632
validation,late,21,10,0.22907605453073693,0.1479574427729003,0.19633125420583775,-0.01392581227623274,-0.07351334902456705
validation,late,22,10,0.193998674052337,0.11288006229450032,0.20250586240030294,-0.01557754158316733,-0.12364530416757531
validation,late,23,10,0.23093797473711467,0.14981936297927798,0.1642256866178568,0.005961634162500442,-0.07844422726389598
validation,late,24,10,0.18619954943046946,0.1050809376726328,0.21552613401143286,-0.006791323435125438,-0.11170203927256701
validation,late,25,10,0.24031313430741702,0.1591945225495804,0.23480717619391084,-0.006474725403998749,-0.07943551624382571
validation,late,26,10,0.2504123361000648,0.16929372434222814,0.1967701901823592,0.019266567418925417,-0.04615202913670778
validation,late,27,10,0.2381045041124083,0.15698589235457167,0.18126227223618085,0.003414267400781275,-0.09457467808085115
validation,late,28,10,0.21226448244993668,0.1311458706921,0.10658038960528064,0.001973946508501589,-0.09835059103101985
validation,late,29,10,0.2091079578461797,0.12798934608834306,0.16557151402148487,-0.01399240846849946,-0.08845068942570235
validation,late,30,10,0.24016740649234958,0.1590487947345129,0.24243750054636468,0.010720825036634348,-0.051127731750096904
validation,late,31,10,0.21028551562914855,0.12916690387131188,0.21226638493253844,0.0010259293294866717,-0.06296240495715748
