split,layer,states,top_alignment,bottom_alignment,wrong_prompt_alignment,random_alignment,top_strength_ratio,top_minus_random,top_minus_bottom,top_minus_wrong_prompt,causal_margin,causal_margin_ci95_low,causal_margin_ci95_high,top_wins_all_controls
validation,14,10,0.28377714288368766,0.04555260564454865,0.24986578992971964,0.10784306416370634,1.2561360008258067,0.1759340787199813,0.238224537239139,0.03391135295396802,-0.040664825525522,-0.12477106155996529,0.0320386055764679,0
validation,15,10,0.27617421963248445,0.03723591963867472,0.27060435244220216,0.10784306416370634,1.1835961701563753,0.16833115546877803,0.23893829999380972,0.0055698671902822735,-0.04178473051484575,-0.10025214679116734,0.0059060570077474886,0
validation,16,10,0.2819414967638647,0.06065371259456306,0.25793586057782114,0.10784306416370634,1.1506206729975412,0.17409843260015836,0.22128778416930167,0.024005636186043587,-0.035907026012679075,-0.08905499927717934,0.00434000199769445,0
validation,17,10,0.24883386738125127,0.023177753012059345,0.23257085255477258,0.10784306416370634,1.1077769913198152,0.14099080321754487,0.22565611436919192,0.01626301482647865,-0.05770083320962931,-0.11947586146904886,0.008342589735367353,0
validation,18,10,0.2431112168381313,0.009760850988979533,0.25068298066937983,0.10784306416370634,1.0910668450010597,0.135268152674425,0.2333503658491518,-0.0075717638312484846,-0.06833113100616907,-0.10942688923247111,-0.025151715697403477,0
validation,19,10,0.24792694756467384,-0.0035913335102909253,0.23188538066953263,0.10784306416370634,1.0433850830378597,0.14008388340096747,0.25151828107496477,0.016041566895141152,-0.050512113290727266,-0.10731308329850207,0.0010753159548806286,0
validation,20,10,0.223643347549403,0.018243611978016633,0.19687439444944183,0.10784306416370634,1.0507752523024032,0.11580028338569663,0.20539973557138635,0.026768953099961145,-0.06353256838437023,-0.10889463757552406,-0.010707844371707742,0
validation,21,10,0.21975949224355298,0.047708246730021796,0.2317056048955462,0.10784306416370634,1.0317085873673069,0.11191642807984661,0.17205124551353118,-0.011946112651993194,-0.06618186608025463,-0.11869403038535778,-0.022328692372901582,0
validation,22,10,0.2162878447336345,0.010831523894140013,0.2179537529759342,0.10784306416370634,1.0226290466427044,0.10844478056992812,0.20545632083949447,-0.0016659082422997313,-0.0834046951898943,-0.13715440733748296,-0.03797558534271304,0
validation,23,10,0.22718506140365613,0.013142891066578311,0.23317210627981638,0.10784306416370634,1.0283279611650917,0.11934199723994983,0.21404217033707784,-0.005987044876160238,-0.062062523401864036,-0.10757387366726891,-0.022036204024307796,0
validation,24,10,0.19858578560308995,0.005023740073336384,0.20343930161667,0.10784306416370634,1.0079865793042329,0.09074272143938358,0.1935620455297536,-0.004853516013580091,-0.08497072394768997,-0.13605455702860436,-0.041235774680938274,0
validation,25,10,0.24227906174485686,0.020556534330167853,0.22912428162256057,0.10784306416370634,0.9979097660769309,0.13443599758115046,0.221722527414689,0.0131547801222962,-0.053999414695436454,-0.1209133705996292,0.014031710866271774,0
validation,26,10,0.22704544229657747,0.044861105240878725,0.23016779588657793,0.10784306416370634,0.9677366025638475,0.11920237813287113,0.18218433705569875,-0.0031223535900004686,-0.0751875389724793,-0.1284895485337482,-0.0268493463997541,0
validation,27,10,0.2216457335286682,0.06333714345006813,0.2119880743877859,0.10784306416370634,0.9957819189390505,0.11380266936496186,0.1583085900786001,0.009657659140882336,-0.07382754009590087,-0.12152541553164221,-0.030820364929186533,0
validation,28,10,0.21234854593560773,0.1055387553370698,0.2360623674970863,0.10784306416370634,0.9965245549134056,0.10450548177190136,0.10680979059853793,-0.02371382156147859,-0.0978000095480293,-0.1360357017628287,-0.06209173031769343,0
validation,29,10,0.22683426265693582,0.025475433367083876,0.22095788046840478,0.10784306416370634,0.961652023825606,0.11899119849322945,0.2013588292898519,0.005876382188531039,-0.06810380514730809,-0.11431343001865701,-0.027738639111444852,0
validation,30,10,0.23732251373534047,-0.009339495746687205,0.23557681194102448,0.10784306416370634,0.9475750861212223,0.12947944957163413,0.2466620094820277,0.001745701794316028,-0.062150716471151654,-0.11338005212361137,-0.017084095039393565,0
validation,31,10,0.2368695081767643,0.0019902861195791183,0.21918725797637834,0.10784306416370634,0.937500074951155,0.129026444013058,0.23487922205718523,0.01768225020038599,-0.039162138973719236,-0.07788519355925608,-0.00372947138435111,0
all,0,30,0.285013012243178,0.02946095867705088,0.2827862583374243,0.07803253694711784,1.1405401987865822,0.20698047529606015,0.2555520535661271,0.0022267539057536094,-0.041860348752861605,-0.06627502874461438,-0.02075066535037653,0
all,1,30,0.3201540665376745,0.03667847634164074,0.3125061037057984,0.07803253694711784,1.1852537127534528,0.24212152959055658,0.28347559019603363,0.007647962831876092,-0.038400253391060825,-0.05560945589030371,-0.02161756642317826,0
all,2,30,0.264418361767747,0.028356030822269018,0.2587836443615102,0.07803253694711784,1.0406945087711157,0.18638582482062915,0.236062330945478,0.0056347174062368706,-0.034093643418357716,-0.05305614423730847,-0.015360371600662958,0
all,3,30,0.27343719626488805,0.04807763107593086,0.27511118589514966,0.07803253694711784,1.1677270823899397,0.19540465931777015,0.22535956518895714,-0.001673989630261779,-0.04307616548070476,-0.06861993173903493,-0.019995412034406607,0
all,4,30,0.2917307662001346,0.054429070952437535,0.2655760475314004,0.07803253694711784,1.193140014992945,0.2136982292530168,0.23730169524769712,0.026154718668734263,-0.022676248896767892,-0.04844226022224507,0.004011333636344937,0
all,5,30,0.2835228847743945,0.05608144134839307,0.2790370095963351,0.07803253694711784,1.157630158220717,0.20549034782727663,0.22744144342600145,0.004485875178059433,-0.04199801656140256,-0.06856181939766468,-0.016285136618649165,0
all,6,30,0.31559797903918996,0.04192915511425312,0.3026060802671782,0.07803253694711784,1.2305176083185323,0.237565442092072,0.27366882392493674,0.012991898772011732,-0.019180990417173062,-0.04178863855831672,0.0015707998967589853,0
all,7,30,0.31625736580288877,0.05558613988365646,0.2844889189898383,0.07803253694711784,1.2152690985880703,0.23822482885577093,0.2606712259192323,0.03176844681305053,-0.009190511594029994,-0.04376150403910157,0.024853604078342396,0
all,8,30,0.3264896233369052,0.0486437368818386,0.3192689929727242,0.07803253694711784,1.2262363717105322,0.24845708638978728,0.2778458864550665,0.007220630364180874,-0.028820716991213545,-0.05619586430155034,-0.003554825749029364,0
all,9,30,0.32649111487903926,0.03546672981157027,0.30110998645125336,0.07803253694711784,1.1906643315322551,0.24845857793192147,0.29102438506746897,0.025381128427786007,-0.009464415311004747,-0.04285202077197779,0.023047994627500075,0
all,10,30,0.32740221265443803,0.047796229787082534,0.3153077255967413,0.07803253694711784,1.2296967033164596,0.2493696757073201,0.27960598286735544,0.012094487057696755,-0.02429280883441252,-0.05462375949928837,0.0009162565400761114,0
all,11,30,0.3260188046781593,0.03554385922710548,0.3109128889291957,0.07803253694711784,1.2932175205672543,0.24798626773104146,0.2904749454510539,0.015105915748963573,-0.020543165952455325,-0.06130960440345807,0.020300990306657246,0
all,12,30,0.3162111051045556,0.04420208873897195,0.32415736982827226,0.07803253694711784,1.2468117048188234,0.23817856815743785,0.27200901636558367,-0.007946264723716586,-0.03616262432668592,-0.06885056481022997,-0.009931321505368927,0
all,13,30,0.32068838716213477,0.031515203936351655,0.2979391857845897,0.07803253694711784,1.2575872289446042,0.24265585021501687,0.28917318322578306,0.02274920137754499,-0.012307318823549934,-0.04012548795134818,0.013817965300158582,0
all,14,30,0.32525902451054384,0.04737847294537016,0.27278536799218245,0.07803253694711784,1.2164010031710613,0.24722648756342608,0.2778805515651737,0.052473656518361465,0.0032448367614364257,-0.035620804142499546,0.03950104599370745,0
all,15,30,0.30398069567162683,0.04757709469632957,0.30352625355122026,0.07803253694711784,1.195137812456057,0.22594815872450896,0.2564036009752972,0.0004544421204065933,-0.03321774861699851,-0.060097857380466975,-0.009198860845075561,0
all,16,30,0.29428508798864894,0.04009790785331471,0.29850962175552653,0.07803253694711784,1.1506258883607465,0.21625255104153113,0.25418718013533426,-0.0042245337668775414,-0.03787988234398379,-0.06838669274513046,-0.010908577798241198,0
all,17,30,0.28741763790078223,0.018801503230048883,0.2746441241196811,0.07803253694711784,1.1147746629737232,0.20938510095366436,0.26861613467073325,0.012773513781101116,-0.0250488275259021,-0.05367062576116857,0.002376780153346952,0
all,18,30,0.26834268790446975,0.023843882266090057,0.2730068104642077,0.07803253694711784,1.1059658382988766,0.19031015095735188,0.24449880563837967,-0.004664122559738044,-0.039065986268988426,-0.06692738710390313,-0.012047748073420099,0
all,19,30,0.2727258147725264,0.04502240431560309,0.2779254952169689,0.07803253694711784,1.0473731592829407,0.19469327782540854,0.22770341045692327,-0.0051996804444425625,-0.0427072985972299,-0.06769119596841128,-0.01971196620917006,0
all,20,30,0.2464255202983224,0.04111103116383583,0.23965226514058205,0.07803253694711784,1.0370031228351018,0.1683929833512045,0.20531448913448655,0.0067732551577403275,-0.04999226148575565,-0.07229440945142103,-0.027560252227069565,0
all,21,30,0.2603969440019908,0.04869306382132902,0.2590224629557426,0.07803253694711784,1.0290381439700835,0.18236440705487303,0.21170388018066177,0.0013744810462481738,-0.03633792382310892,-0.06379878812249704,-0.011194906418521361,0
all,22,30,0.25305021854460746,0.04572524530230407,0.2527791217469008,0.07803253694711784,1.0444651224072856,0.17501768159748962,0.20732497324230337,0.0002710967977066261,-0.0440310845022865,-0.07752779612573507,-0.013032130827559333,0
all,23,30,0.25606697166492426,0.04289146805209438,0.2529941094679533,0.07803253694711784,1.0465975276196133,0.17803443471780636,0.21317550361282983,0.0030728621969708897,-0.04201930148966237,-0.07162354925838219,-0.016856008818208583,0
all,24,30,0.24641087252679814,0.031040503210443902,0.2501471038081346,0.07803253694711784,1.052495658766108,0.16837833557968027,0.21537036931635428,-0.00373623128133644,-0.05751171433573983,-0.08485110450565249,-0.032446467275141416,0
all,25,30,0.246761873959997,0.044371346648138535,0.2430659835402386,0.07803253694711784,1.0094672728290912,0.16872933701287915,0.20239052731185844,0.003695890419758351,-0.054946479511413106,-0.08496127931500146,-0.025681254337542456,0
all,26,30,0.24581699881377397,0.057937353965864,0.253437174893902,0.07803253694711784,1.0013956480570292,0.16778446186665613,0.18787964484790995,-0.007620176080128004,-0.06725776882336745,-0.09603462035351519,-0.04128436503454461,0
all,27,30,0.2537686462497668,0.04350051469964789,0.24363624346313226,0.07803253694711784,1.0171669548977127,0.17573610930264888,0.21026813155011884,0.010132402786634475,-0.0456250189764724,-0.08012769132580705,-0.011583876290209096,0
all,28,30,0.24767141210169777,0.05615478151352542,0.24936412978852265,0.07803253694711784,1.0064954553770422,0.1696388751545799,0.19151663058817234,-0.0016927176868249134,-0.05593257319534147,-0.0886250516292474,-0.02533926270203501,0
all,29,30,0.253173289819677,0.014446155388528954,0.250595347078797,0.07803253694711784,0.9944834962946776,0.17514075287255915,0.23872713443114804,0.002577942740879962,-0.04237443350661506,-0.06725687644472658,-0.018488127967408296,0
all,30,30,0.2403836622790724,0.019917795645211768,0.23744209371297395,0.07803253694711784,0.9596700425785847,0.16235112533195453,0.22046586663386059,0.0029415685660984514,-0.03996237484030707,-0.06455955535041599,-0.01765629435935488,0
all,31,30,0.23007283410099444,0.020318745267682195,0.232864760688507,0.07803253694711784,0.9349081976417517,0.15204029715387662,0.20975408883331223,-0.0027919265875125643,-0.05508559099053564,-0.0779455098933235,-0.03327221487257359,0
