split,task,layer,episodes,top_alignment,top_minus_random,top_minus_bottom,top_minus_wrong_prompt,causal_margin,causal_margin_ci95_low,causal_margin_ci95_high,top_wrong_jaccard,top_wrong_replacement_count
exploration,move_near,10,7,0.4006808219265043,0.33752936802313355,0.29872848627918,0.02287348619429078,0.002402413199754033,-0.03302764539120299,0.02750039033333579,0.8525149994287788,2.761904761904762
exploration,move_near,11,7,0.35669917904722953,0.2935477251438588,0.30135165212259235,-0.05589856224109382,-0.07797498710978508,-0.16134996484110134,-0.0005953647236585766,0.7857898815516565,4.428571428571429
exploration,move_near,12,7,0.34672809290300427,0.28357663899963353,0.26965212066962235,-0.04638559969601665,-0.06523623221046954,-0.13533049300178782,-0.014232375186168053,0.8571593762130586,2.6666666666666665
exploration,move_near,13,7,0.3914647296319429,0.32831327572857205,0.33784464146250776,0.027328796073133713,-0.014248996342402573,-0.05670676551747034,0.031151880956948003,0.8309240703277112,3.4285714285714284
exploration,move_near,14,7,0.3633250042926228,0.3001735503892521,0.2922047561330298,0.049198681234742796,0.0209031166000572,-0.03345011001451139,0.08063465919057179,0.7841398967745878,4.2857142857142865
exploration,move_near,15,7,0.3459428109793752,0.2827913570760044,0.26425904541320666,-0.016479241969161815,-0.06464766977946744,-0.12273883406683277,-0.01839186475929569,0.8549628823472545,2.9047619047619047
exploration,move_near,16,7,0.32618269423911633,0.2630312403357456,0.2539583217981572,-0.005544246140124389,-0.047898871310378725,-0.12721806693158738,0.024293090475860223,0.8413727263322618,3.142857142857143
exploration,move_near,17,7,0.31087162691924525,0.24772017301587443,0.2733821517568439,-0.0069231374878421644,-0.024986507435156024,-0.0789667513712199,0.014341819676329581,0.8514926194264257,2.761904761904762
exploration,move_near,18,7,0.26553217385100625,0.20238071994763543,0.24141605681400374,-0.0066694064332873575,-0.0338558150176167,-0.09433574140317276,0.026624111367939362,0.8636503318500691,2.2857142857142856
exploration,move_near,19,7,0.27776935621890725,0.21461790231553643,0.2079406289593082,-0.01970328054611678,-0.04867854395145031,-0.08787705638893682,-0.00965429370992787,0.904140035386033,1.9047619047619047
exploration,move_near,20,7,0.2406811577127261,0.17752970380935532,0.14475947977262785,-0.006059574830250888,-0.07572899107523907,-0.11644549996438079,-0.03312590680628864,0.9022439211207562,1.6190476190476188
exploration,move_near,21,7,0.2795045447414047,0.21635309083803392,0.19038168172482597,0.007003073093286373,-0.04936071416743833,-0.11225365330493764,0.002523378964158417,0.8876205247087217,2.1428571428571432
exploration,move_near,22,7,0.2667950241567021,0.20364357025333138,0.11419251263860579,-0.010084854300376376,-0.06243978230004375,-0.15028034091705894,0.010919650967361505,0.8931857498106376,1.904761904761905
exploration,move_near,23,7,0.2742034260572805,0.21105197215390967,0.1350303200048167,0.00240047744999194,-0.06465707030635486,-0.15423308919128148,-0.006281490946675419,0.955725203319586,0.9523809523809523
exploration,move_near,24,7,0.29199955121683524,0.22884809731346448,0.21985997183882638,-0.005535806493245732,-0.06145315827920916,-0.12240902889140373,-0.008881720495480548,0.9186401407682878,1.619047619047619
exploration,move_near,25,7,0.24014170816687982,0.17699025426350912,0.18789912067696726,-0.027462888703965373,-0.0942561333484357,-0.1581321073788365,-0.03488781440386653,0.9457980430222569,0.9047619047619048
exploration,move_near,26,7,0.28185764955222514,0.21870619564885432,0.15485220987316856,-0.010646078150094882,-0.10400706813879314,-0.17786853709430478,-0.046247369563410086,0.9435788717294111,1.0
exploration,move_near,27,7,0.26415039926028205,0.20099894535691123,0.19352707306529707,-0.010472900457943359,-0.0873145530316749,-0.17583362449107545,-0.006429784081992023,0.9391285578166644,1.0476190476190474
exploration,move_near,28,7,0.2914071564147079,0.22825570251133714,0.25470482312627557,0.006992246193355913,-0.07016023562475682,-0.16414426485375327,0.012850826267098724,0.9521815830019159,0.9523809523809523
exploration,move_near,29,7,0.23107418125217566,0.16792272734880487,0.2525953933968691,-0.020567918945355528,-0.059536444028938276,-0.11140707748705929,-0.01190417745052206,0.9346224239414623,1.2857142857142858
exploration,move_near,30,7,0.21481008394953147,0.15165863004616068,0.18564674570016412,0.003951463596812432,-0.05059202952107922,-0.10284757520154975,-0.006937799631518351,0.9496240361225128,1.1428571428571428
exploration,move_near,31,7,0.19226537426888304,0.12911392036551222,0.11826747230588372,-0.024534236838922256,-0.10228428026763296,-0.15197858281405036,-0.05520268368071944,0.9449167891253974,1.1428571428571428
exploration,open_drawer,0,7,0.32499737191244077,0.23648510015730614,0.2854596969197977,0.0,-0.0258358240088834,-0.053685723171497425,-0.004765663073358498,1.0,0.0
exploration,open_drawer,1,7,0.28628520989564193,0.1977729381405073,0.19488369077974577,0.0015222499896828687,-0.0704509497769774,-0.09763726107766638,-0.03997384001058165,0.9782406029230583,0.3333333333333333
exploration,open_drawer,2,7,0.3162948077425028,0.22778253598736814,0.27520178192399797,0.016134544493838148,-0.007485100104867407,-0.04154218703286033,0.0255837680725546,0.9416742961690147,1.0952380952380951
exploration,open_drawer,3,7,0.2827418304627318,0.19422955870759723,0.25362511641809077,-0.005462361762535754,-0.028164903078904048,-0.056696505601739236,0.0022848661012776386,0.9326017580684854,1.2380952380952384
exploration,open_drawer,4,7,0.28554943676757244,0.1970371650124378,0.23756520707448425,0.009770692403968412,-0.03256470913736568,-0.08019557959935487,0.014339502892638741,0.9269679075529738,1.380952380952381
exploration,open_drawer,5,7,0.28599574578407777,0.1974834740289432,0.1966471099791432,0.005031884277904748,-0.03265799849089344,-0.07402882172727436,0.014806924636338927,0.8023550999277396,4.285714285714286
exploration,open_drawer,6,7,0.2825100817086169,0.19399780995348223,0.2542193260801197,-0.0020172296744057528,-0.0315313720095653,-0.08834911904049318,0.02306022271639255,0.8635358768760513,2.619047619047619
exploration,open_drawer,7,7,0.30775697248137407,0.21924470072623944,0.27793985909362656,0.0003966868835325108,-0.03248201368788541,-0.07336922512427772,0.0075399770515861275,0.8263642792343349,3.476190476190476
exploration,open_drawer,8,7,0.34365849695477246,0.25514622519963776,0.32891516002137283,0.02359844692673226,0.009462858769510153,-0.020489841512857005,0.04440259109134999,0.8185793936844252,3.666666666666667
exploration,open_drawer,9,7,0.34181182988204617,0.2532995581269116,0.29540971784514725,0.0038517015353785778,-0.017619121493800172,-0.04421538381283769,0.006249705681852428,0.8501595785116777,3.1904761904761902
exploration,open_drawer,10,7,0.3538279732106283,0.2653157014554937,0.31275252108618784,-0.0020751448201867958,-0.023895894802989186,-0.03721527012468553,-0.010657061438731519,0.8040551060569994,4.142857142857143
exploration,open_drawer,11,7,0.322486697364324,0.23397442560918935,0.2742833157272468,0.01793956919763139,-0.005939972247053084,-0.04190385557103119,0.026235066403546538,0.7752084297068239,4.904761904761905
exploration,open_drawer,12,7,0.317539499781836,0.22902722802670142,0.25654204108680373,0.011927473239671499,0.005385929023420633,-0.016757852803121656,0.02273831762458381,0.843989793303388,3.2857142857142856
exploration,open_drawer,13,7,0.3362094303142972,0.24769715855916252,0.30930995839902886,0.013893832861879904,0.0008148787367545904,-0.01244398146541959,0.019439640875354058,0.8727112908575597,2.904761904761905
exploration,open_drawer,14,7,0.33942153760946997,0.2509092658543353,0.2847677786059926,0.02322635165585817,0.0011372483296486938,-0.020521266122096853,0.02313922815305253,0.8457584126561428,3.0952380952380953
exploration,open_drawer,15,7,0.33531781580850645,0.24680554405337188,0.2843362023380519,0.023914945980040906,0.00805878408034706,-0.013220006718383815,0.030105442789970405,0.8756708850338967,2.619047619047619
exploration,open_drawer,16,7,0.293257282562181,0.20474501080704635,0.2703162205323225,-0.021710444911904436,-0.0372589419789381,-0.11329461808039522,0.015225836046168327,0.8593693732693831,3.2380952380952377
exploration,open_drawer,17,7,0.2981852012790057,0.20967292952387112,0.2904914067879974,0.009293946045251905,-0.007380417599303802,-0.03480451717629459,0.021096458646768335,0.8779238221895521,2.3809523809523805
exploration,open_drawer,18,7,0.30757441093590343,0.2190621391807688,0.27971963745179906,0.012772388041660459,-0.009363377037430282,-0.08631417308544277,0.042246517562906497,0.895620194522588,2.0952380952380953
exploration,open_drawer,19,7,0.28285603066932613,0.19434375891419156,0.16140172568998049,-0.03470665736324839,-0.059646222049883416,-0.10313337347708841,-0.02287731208531883,0.8967577376893754,2.142857142857143
exploration,open_drawer,20,7,0.2742369080438283,0.18572463628869368,0.26827813316845067,-0.003405009841829327,-0.02428500375677776,-0.051149153184001574,-0.006649881504753765,0.9008629290400639,1.9523809523809523
exploration,open_drawer,21,7,0.2508135605915926,0.16230128883645803,0.19805349153496238,-0.007087663197033157,-0.032216589945426095,-0.0652198675247179,0.0020682882524308025,0.8867868779130502,2.1428571428571432
exploration,open_drawer,22,7,0.26198111648796,0.1734688447328254,0.2352474994958768,-0.017020704654483985,-0.03370538481393183,-0.0652872153525573,-0.006085806281889678,0.9018728194936967,1.857142857142857
exploration,open_drawer,23,7,0.2733603868062917,0.18484811505115709,0.24492438369251854,0.00390741265112002,-0.024148297801097462,-0.043672899617284766,-0.0038166062290027397,0.9275346435916365,1.3333333333333335
exploration,open_drawer,24,7,0.2551648312364225,0.16665255948128785,0.2382644123331515,-0.016884459424538978,-0.0490745083826414,-0.0965900005054205,-0.006862347012010298,0.8935165734974346,1.9523809523809523
exploration,open_drawer,25,7,0.24201304317903874,0.1535007714239041,0.18614281927891646,0.006225786350102866,-0.053074396010639444,-0.09736290346878831,-0.013775881852534312,0.9416806978764626,1.1428571428571428
exploration,open_drawer,26,7,0.21708660253921233,0.1285743307840777,0.23209967323929548,-0.01352649992505021,-0.05113570902714214,-0.09285899709388568,-0.014410090574179468,0.9214892525128396,1.5714285714285714
exploration,open_drawer,27,7,0.23789908227839637,0.14938681052326172,0.22658774043713198,-0.007141181158679631,-0.02790890849283962,-0.07164885275505331,0.015495377127054498,0.931347656882209,1.2857142857142858
exploration,open_drawer,28,7,0.23641937381912512,0.14790710206399052,0.19659755659451367,-0.013773972734959988,-0.038458048234795525,-0.0806232049195196,-0.007699694997222569,0.9245028543664832,1.523809523809524
exploration,open_drawer,29,7,0.2944500088384197,0.20593773708328506,0.2650238642808002,0.0013725590978073989,-0.018127219131222696,-0.051741726895591644,0.013157838721193974,0.9342260047865057,1.3333333333333335
exploration,open_drawer,30,7,0.2542964931121504,0.1657842213570158,0.24275792389858006,0.018411402639503,-0.0043819281104082305,-0.034526389807831334,0.023985227645375518,0.9202186308064065,1.4285714285714286
exploration,open_drawer,31,7,0.24366304610538989,0.1551507743502553,0.2006658057370355,-0.004909449770588756,-0.04396991899200999,-0.07541912307271605,-0.01322276562458513,0.9234081617265755,1.380952380952381
exploration,pick_coke_can,0,6,0.22356681086783814,0.1900835796733491,0.2688944237123025,-0.015144126807597654,-0.042438217665715615,-0.09226917686696794,0.00709284429771032,0.9630334739983862,0.38888888888888884
exploration,pick_coke_can,1,6,0.29203430681693354,0.25855107562244456,0.2722412478844917,0.011799651533773284,-0.022644446808955623,-0.06394617455886947,0.020719710272775565,0.9675722943974218,0.27777777777777773
exploration,pick_coke_can,2,6,0.15944835669863083,0.12596512550414185,0.17012221906064026,-0.009298459535306955,-0.06123895951866143,-0.10571738430541854,-0.017903600481350725,0.91142721084143,1.0
exploration,pick_coke_can,3,6,0.1937068000972513,0.16022356890276232,0.13452509977007612,-0.0030286317318644063,-0.04810765588407264,-0.12936666436698904,0.025223087532711352,0.8967721258878165,1.277777777777778
exploration,pick_coke_can,4,6,0.2735253204172246,0.24004208922273565,0.25202563622137414,0.09052562642645452,0.03391919853625199,-0.03295305628331929,0.11575275075035468,0.826713821503501,2.111111111111111
exploration,pick_coke_can,5,6,0.294206705559532,0.26072347436504295,0.25895046845579034,0.033322895088671256,-0.007944739488872221,-0.06539264761149371,0.046979646791796885,0.916562302738586,1.222222222222222
exploration,pick_coke_can,6,6,0.3328693267393404,0.2993860955448514,0.32630595191401746,0.010829981235076095,-0.010841087890997433,-0.03106417004200318,0.01547744914523388,0.8218889456961814,1.8333333333333337
exploration,pick_coke_can,7,6,0.34715853280444514,0.3136753016099562,0.3263832617387293,0.08644489744227207,0.0493387982451552,0.017232777911954253,0.07818290756214702,0.7978460236185511,2.2222222222222223
exploration,pick_coke_can,8,6,0.3205724729279906,0.28708924173350164,0.3134048319538674,0.004998105864157031,-0.024113976921763383,-0.07030386606397804,0.011317274064557589,0.7829133906146953,2.388888888888889
exploration,pick_coke_can,9,6,0.3301331592329794,0.2966499280384904,0.3726481976471412,0.04535355947849392,0.02941940528510852,-0.03528640487082787,0.09930084913059635,0.734754521302304,3.1666666666666665
exploration,pick_coke_can,10,6,0.30795386103195826,0.2744706298374693,0.3052561913929023,0.024427804115311275,-0.007371200051290594,-0.05271576061795601,0.028390186879690093,0.7756740606668767,2.8888888888888893
exploration,pick_coke_can,11,6,0.3441613327138811,0.31067810151939207,0.35953069392556514,0.04634028737849092,0.03588432990602567,-0.014660422175858112,0.0894073228581234,0.6477147231151443,4.444444444444444
exploration,pick_coke_can,12,6,0.3577163801590981,0.32423314896460914,0.37467164383592194,0.02299300975533067,0.0041880092772430925,-0.014459322967253697,0.022277710565610374,0.7207300308120947,3.722222222222222
exploration,pick_coke_can,13,6,0.32333315505315974,0.28984992385867075,0.3437609428203911,0.06674915857238362,0.0575046965623028,0.009030586279214959,0.10597880684539067,0.7644160805737275,2.388888888888889
exploration,pick_coke_can,14,6,0.3334622521941319,0.2999790209996428,0.31922723856511087,0.12135348929615952,0.05828513393172858,-0.03324414725315015,0.15493793847074647,0.6048076769406395,5.111111111111112
exploration,pick_coke_can,15,6,0.2648090477181311,0.23132581652364206,0.24375971584366804,-0.015685889394463092,-0.030427158911275846,-0.06958756669108174,0.008631887205630092,0.798468389194269,2.4444444444444446
exploration,pick_coke_can,16,6,0.2788429724019567,0.2453597412074677,0.29046929434227536,-0.029334922917093404,-0.030203586194584242,-0.06021960524100278,0.0003525477394845473,0.7740229154520328,2.944444444444444
exploration,pick_coke_can,17,6,0.3117987776371994,0.2783155464427104,0.30913466443603194,0.0339966008777298,0.008685330260074812,-0.04419198167692956,0.052938200295795934,0.7044841437545623,3.8333333333333335
exploration,pick_coke_can,18,6,0.26790372920740174,0.2344204980129128,0.22558510846654214,-0.017821151623044693,-0.031022322270438912,-0.06907831877060738,0.0066737552172644946,0.7846288210872312,2.722222222222222
exploration,pick_coke_can,19,6,0.29635454321856985,0.2628713120240808,0.28842050340217174,0.010743913846811311,-0.0029707438333814065,-0.02956159114378346,0.03155830436746499,0.879586576893998,1.222222222222222
exploration,pick_coke_can,20,6,0.25865094552662676,0.22516771433213778,0.20236233795553052,0.0002933694061933144,-0.02739069948414161,-0.06137345038968551,0.0061252344582296185,0.7958883901010699,2.444444444444445
exploration,pick_coke_can,21,6,0.3170144433822023,0.2835312121877133,0.31859295624433737,0.026881281438934115,0.023787012483221587,-0.008079121193537769,0.056832031987498303,0.7482780681354457,2.8888888888888893
exploration,pick_coke_can,22,6,0.2878658540815407,0.2543826228870517,0.2865176506554631,0.0357551498397031,0.031021764438029526,-0.008830614600281651,0.0903418138599586,0.8235533597244135,2.2777777777777777
exploration,pick_coke_can,23,6,0.2628686409776933,0.22938540978320424,0.26586007985546156,0.017983513993824224,-0.003052705653177388,-0.05113069042830722,0.04512742622014879,0.8440368975535216,1.611111111111111
exploration,pick_coke_can,24,6,0.2627196071000401,0.2292363759055511,0.21976998916487434,0.01556501385336678,-0.016991753993723557,-0.0596901971523403,0.017072036844061982,0.7922936186860139,2.2222222222222223
exploration,pick_coke_can,25,6,0.26749705698831844,0.23401382579382946,0.20603282758627958,0.021331437974471013,-0.012847755479083817,-0.02707696312227899,0.0013814521641113558,0.8606372491559249,1.388888888888889
exploration,pick_coke_can,26,6,0.26857429613456363,0.2350910649400746,0.18431379884884377,-0.004695616662969959,-0.02997637246911399,-0.06055552968835327,0.0020356528549167635,0.8916310800959923,1.222222222222222
exploration,pick_coke_can,27,6,0.31370928023926176,0.2802260490447728,0.29735905853342687,0.05511567725109532,0.029348177056073007,-0.021464362569565427,0.10401255237318463,0.8832596372068434,1.3333333333333333
exploration,pick_coke_can,28,6,0.26864519867633735,0.23516196748184837,0.2530473922690443,0.03897146180021117,0.010058481106152576,-0.04482059196974855,0.06535904477888595,0.9000923873072996,1.222222222222222
exploration,pick_coke_can,29,6,0.27469778956446406,0.241214558369975,0.2541484893820394,0.025490329878987566,-0.007758218600707317,-0.050681216323877794,0.04536476415287847,0.9246402628588329,1.0000000000000002
exploration,pick_coke_can,30,6,0.2590897819311655,0.22560655073667654,0.19142053616738866,-0.014291670769069122,-0.03209106284621389,-0.07245835946304302,-0.004789894944364739,0.9209040194226952,0.8888888888888888
exploration,pick_coke_can,31,6,0.24699849977371327,0.21351526857922423,0.2852162496878468,-0.009079082227109951,-0.039527824193562745,-0.08609191150384309,-0.006721371063372076,0.8921311582129475,1.2222222222222223
validation,move_near,0,3,0.22671455925144368,0.07567527905241968,0.19339108676714592,2.490853285850673e-05,-0.07841498753396457,-0.23531968820046925,7.472559857552019e-05,0.9954648526077098,0.1111111111111111
validation,move_near,1,3,0.3060836558481114,0.15504437564908738,0.20177300487975755,0.007962980169916622,-0.031766632591013734,-0.0893947879379502,0.0008288638231583323,0.9586601136989518,0.6666666666666666
validation,move_near,2,3,0.2796575603190253,0.1286182801200013,0.20419538478469515,0.017207779824817037,-0.035220603787452225,-0.06416662028856848,-0.009548099332086299,0.9362732633359111,1.1111111111111112
validation,move_near,3,3,0.24491535425623354,0.09387607405720956,0.12160931219208065,-0.0304852822507512,-0.07546317476082133,-0.0836212281621791,-0.06333884643434691,0.9260887681559516,1.3333333333333333
validation,move_near,4,3,0.23574628224332142,0.08470700204429744,0.10637756575648542,-0.0003570166800216568,-0.05884103340420852,-0.06414523892067661,-0.05592595831242584,0.9375138344214434,1.0
validation,move_near,5,3,0.23203096040382856,0.08099168020480461,0.19675207564769603,0.0004754797848488228,-0.03840008109708997,-0.07644709260911554,0.006288874197426307,0.9312074639058765,1.222222222222222
validation,move_near,6,3,0.22507257532732092,0.07403329512829693,0.18485794146986168,0.021427266279749873,-0.06597333373741267,-0.18669921163285752,0.008122188634588542,0.9316705687774348,1.3333333333333333
validation,move_near,7,3,0.17438283652528716,0.02334355632626317,0.07614278818066043,-0.018795456025801332,-0.12348034403394086,-0.27646012452965396,-0.008128737584165399,0.9518458706979241,0.888888888888889
validation,move_near,8,3,0.21658187231139672,0.06554259211237275,0.10271919267309637,0.02230341256264153,-0.10175945013162746,-0.2576215245472299,0.009233248190516907,0.9305514722655643,1.3333333333333333
validation,move_near,9,3,0.19219052687629948,0.041151246677275495,0.06534640440027938,-0.0018914744474761876,-0.11489333709026926,-0.32363404660807255,-0.0023367499229114317,0.8421283779997998,2.888888888888889
validation,move_near,10,3,0.20491031785082478,0.053871037651800784,0.12030501598663716,-0.03626604383225516,-0.13551312459184173,-0.3411192131068533,-0.01773279522382192,0.8379532831389133,3.0
validation,move_near,11,3,0.24807777329961453,0.09703849310059053,0.14387998411422337,-0.03026510704021625,-0.1107710903042589,-0.3169866871281002,-0.0016559370863185503,0.8067515550927662,3.7777777777777772
validation,move_near,12,3,0.2248651376985252,0.07382585749950121,0.08015985179936565,-0.03637842319077909,-0.12894454880238812,-0.3439177978483923,-0.010863435158312637,0.8716378367623578,2.333333333333333
validation,move_near,13,3,0.19029418887568875,0.039254908676664764,0.03195721675045777,-0.0007277442373870719,-0.10572403327498987,-0.24660014418281925,-0.028755773627457792,0.8598433595468978,2.444444444444444
validation,move_near,14,3,0.18172629928626693,0.03068701908724293,0.061902344360634125,-0.020138319293834347,-0.12714222190367827,-0.34387714622932597,-0.014872214091017957,0.7891817328675405,4.222222222222222
validation,move_near,15,3,0.13563527747846693,-0.015404002720557072,0.07993467467716571,-0.03343623944236555,-0.13370986153091538,-0.25087354998433065,-0.06890470765354842,0.8286319221071515,3.111111111111111
validation,move_near,16,3,0.2068980933205602,0.05585881312153621,0.09566408022576052,0.0237412892780718,-0.10525620561504674,-0.2401766366608559,-0.03546658335528765,0.868844879575735,2.5555555555555554
validation,move_near,17,3,0.1594807441409457,0.00844146394192171,0.08196478419436505,-0.01069823783304564,-0.12607933240933497,-0.26793553670971454,-0.03909207305393198,0.870125825783537,2.5555555555555554
validation,move_near,18,3,0.1835312890269827,0.032492008827958725,0.11980403075725558,-0.03362453386938795,-0.12417834075157452,-0.16888088948987448,-0.09821212944589368,0.8733268583268584,2.4444444444444446
validation,move_near,19,3,0.1486169723721734,-0.0024223078268506303,0.0844549131287463,-0.00926348725400648,-0.11986465440348452,-0.24451828591676214,-0.04635274544473141,0.8892734145272162,1.888888888888889
validation,move_near,20,3,0.19227029797138853,0.04123101777236456,0.07266771675783389,0.027131062869308456,-0.11301611670574464,-0.1608379683849858,-0.05276971128805471,0.9023574040629089,1.6666666666666667
validation,move_near,21,3,0.1864734090591398,0.035434128860115814,0.10350007792983051,-0.03776484431358968,-0.1213268464464477,-0.23241328282256632,-0.024521820871778937,0.912018587895295,1.4444444444444444
validation,move_near,22,3,0.14495454137685007,-0.006084738822173897,0.06234361579177509,-0.01175923431182241,-0.1308259596097755,-0.23281955896614584,-0.07870106434662527,0.9166960284015332,1.4444444444444444
validation,move_near,23,3,0.18536354433249072,0.034324264133466696,0.12998179340882068,-0.011165517318642943,-0.08147135311508098,-0.15275802529246563,-0.03918281585221764,0.9489022513897357,0.8888888888888888
validation,move_near,24,3,0.15923572930329608,0.008196449104272077,0.11260294871510114,-0.00249498881371649,-0.09611197445826569,-0.17822488467020045,-0.018841160675535835,0.9098701083650189,1.5555555555555554
validation,move_near,25,3,0.18042689083580796,0.029387610636783922,0.08540795995860766,-0.003190413349089432,-0.09835928071171418,-0.1755432056982189,-0.05767465418071843,0.942893257098762,1.0
validation,move_near,26,3,0.15601703102075573,0.004977750821731751,0.0866963627345972,-0.004454409562888186,-0.10701302037910825,-0.1542295450278519,-0.028559508235962098,0.9300202790319071,1.222222222222222
validation,move_near,27,3,0.17116796378138724,0.02012868358236328,0.04796916503089795,0.008961339400142024,-0.10818223884805317,-0.13346377462013875,-0.06289584621593812,0.9466651642040024,0.8888888888888888
validation,move_near,28,3,0.14242191449945601,-0.00861736569956797,0.04308449930219382,-0.012374020593445991,-0.12368340546888278,-0.15007955558154604,-0.07438532396310354,0.9644812693216949,0.6666666666666666
validation,move_near,29,3,0.1727752446875657,0.021735964488541707,0.09195002677881588,0.010794219425657907,-0.10712672668617455,-0.1477625368897778,-0.05810885048069909,0.9492558671518482,0.8888888888888888
validation,move_near,30,3,0.16661370727307598,0.015574427074052,0.1025455057504782,-0.0028426635855058942,-0.109399721140435,-0.151092518266683,-0.05207097642961613,0.926304897855364,1.2222222222222223
validation,move_near,31,3,0.16007358768357938,0.009034307484555386,0.11898931713260093,0.0017248491969746032,-0.09554572731805151,-0.13362745281594035,-0.055086479110387894,0.9402365217869879,0.9999999999999999
validation,open_drawer,0,3,0.22711741363566185,0.13636351634200702,0.09956159797769293,0.0,-0.00866119126593935,-0.015587851051680451,0.0,1.0,0.0
validation,open_drawer,1,3,0.31894900979436436,0.22819511250070953,0.1972136655800135,0.04347827426598152,0.00032437214560552646,-0.007808415799020936,0.006338327003850545,0.9743107769423559,0.3333333333333333
validation,open_drawer,2,3,0.3028103049632366,0.21205640766958178,0.2088862716069598,0.018899154597331814,-0.0005371205058321121,-0.044475310953910614,0.06628763080753798,0.9264631067847863,1.3333333333333333
validation,open_drawer,3,3,0.27294336428327254,0.18218946698961777,0.1930605983061903,0.0010636967605907614,-0.017599331636258857,-0.030239885259827504,-0.00046234992804191727,0.889196170929917,1.888888888888889
validation,open_drawer,4,3,0.30762952895079027,0.21687563165713544,0.21668651517353,0.006204062565227164,-0.0015063536276628219,-0.03013589076799052,0.023262392780027757,0.9462906978729292,0.8888888888888888
validation,open_drawer,5,3,0.315132983174453,0.22437908588079813,0.32030185618943047,-0.004414836740803616,-0.004414836740803616,-0.017461290121207885,0.011363797794518257,0.8040050291633064,4.0
validation,open_drawer,6,3,0.2773518721926071,0.18659797489895233,0.22879037029922836,0.0002587255993081507,-0.00041103861482678916,-0.027107465958357373,0.024218344307710634,0.9194479340564811,1.3333333333333333
validation,open_drawer,7,3,0.27416261538566555,0.18340871809201073,0.2868309746463027,0.013376190185907577,-0.004602073491539196,-0.024367905182978836,0.021828660066043032,0.8116278159276478,3.4444444444444446
validation,open_drawer,8,3,0.27767468697821024,0.18692078968455542,0.21601973770843141,0.007175284687488455,-0.01603708098628584,-0.10498914337177905,0.08138182951586455,0.8363526847681095,3.0
validation,open_drawer,9,3,0.25903470818727387,0.16828081089361904,0.1973337344184081,-0.02760906495070202,-0.05340007326988103,-0.10440855727131883,-0.016086927024164626,0.8765841096018674,2.2222222222222223
validation,open_drawer,10,3,0.2992749596133874,0.20852106231973258,0.20674001061695949,0.012498629400409328,0.0073635835439944015,-0.016449779948090677,0.04686673999258561,0.8147730821609693,3.3333333333333335
validation,open_drawer,11,3,0.2509980774106022,0.16024418011694738,0.13144544874154068,0.0036783606333610293,-0.03723700883774066,-0.0914589856698491,0.019123700732953903,0.7234272632278355,5.333333333333333
validation,open_drawer,12,3,0.27936000327134414,0.18860610597768934,0.19833366193409682,0.009938912418559508,-0.011144161762184022,-0.03216088949691342,0.003545193386394576,0.8355663142320244,3.0
validation,open_drawer,13,3,0.30171805353815856,0.21096415624450374,0.16592414183347173,0.010959489937918787,-0.005531474379408889,-0.010871389553004882,-0.0022954664419631656,0.838667093864756,2.888888888888889
validation,open_drawer,14,3,0.2858453711474714,0.19509147385381653,0.18116357737760988,-0.023233546672596406,-0.03797535952908614,-0.06354045683956995,-0.021028859600206135,0.8443166518262796,3.0
