task,seed,stage,category,step,entered_boost_rank,entered_difference,entered_p,entered_p_rank,entered_q,entered_q_rank,entered_rc,entered_token,exited_boost_rank,exited_difference,exited_p,exited_p_rank,exited_q,exited_q_rank,exited_rc,exited_token,index,only_action_l2_vs_correct,only_residual_cosine_vs_correct,undo_action_l2_vs_boost,undo_residual_cosine_vs_boost
close_drawer,27,middle,harm,56,33,0.0005557911933579424,0.005652798997343196,34,0.005097007803985254,34,"[4, 9]",73,34,7.266956074084441e-05,0.005863444899554284,33,0.00579077533881344,32,"[8, 5]",133,0,0.0,0.9767845779997606,0.0,0.9767845779997606
close_drawer,28,late,harm,99,35,0.002936235612707097,0.005953647888753754,38,0.003017412276046657,59,"[8, 7]",135,38,-0.002552474755081944,0.006179696436231454,35,0.008732171191313398,24,"[4, 10]",74,0,0.0,0.9971951004204732,0.0,0.9971951004204732
close_drawer,29,early,both_success,13,17,0.006691155122730299,0.015008713936685592,22,0.008317558813955293,33,"[14, 9]",233,22,-0.001839455596614692,0.015868558506507497,21,0.01770801410312219,18,"[13, 5]",213,0,0.0,0.9971601620152837,0.0,0.9971601620152837
close_drawer,29,middle,both_success,56,43,0.001398893614130302,0.002688782043670398,50,0.0012898884295400959,78,"[8, 9]",137,47,-0.0005595559518875616,0.00307278781984392,44,0.003632343771731482,36,"[0, 1]",1,0,0.0,0.9864957106109733,0.0,0.9864957106109733
close_drawer,29,late,both_success,99,44,0.0014400331205520135,0.002843570019902393,47,0.0014035368993503793,76,"[8, 9]",137,47,-0.0009841407437634147,0.0029462561803471564,46,0.003930396924110571,34,"[0, 2]",2,0,0.0,0.9991478194629816,0.0,0.9991478194629816
close_drawer,30,early,both_success,13,26,0.001828393272505193,0.010908231169565923,29,0.00907983789706073,31,"[8, 6]",134,29,-0.001268277141814808,0.011160090847109241,27,0.01242836798892405,21,"[6, 4]",100,0,0.011071365759653173,0.9841695392564781,0.011071365759653173,0.9841695392564781
close_drawer,30,middle,both_success,56,38,0.0018060591993854262,0.004220748183159464,43,0.002414688983774038,61,"[6, 7]",103,45,1.2477158128750866e-05,0.004447682029039164,42,0.004435204870910413,41,"[5, 9]",89,0,0.0031590756598640912,0.9967365677358035,0.0,0.9966349757911844
close_drawer,30,middle,both_success,56,39,0.0018118991833878293,0.00419902799114683,44,0.0023871288077590004,62,"[7, 8]",120,44,4.675784431331601e-05,0.0044506446621451696,41,0.0044038868178318535,43,"[9, 4]",148,1,0.0031590756598640912,0.9971743738505902,0.0,0.9972971773591578
close_drawer,30,middle,both_success,56,42,0.0017431313616025766,0.004086399672050383,45,0.0023432683104478067,63,"[12, 9]",201,43,-0.00048804916590079826,0.004809147127376298,38,0.005297196293277096,33,"[5, 5]",85,2,0.0031590756598640912,0.9949932171784039,0.0,0.9966671073976252
close_drawer,31,late,both_success,99,34,0.002440560178475853,0.0036920755434355613,40,0.0012515153649597082,97,"[11, 2]",178,35,-0.0021007752847988564,0.004873525191294836,34,0.006974300476093692,28,"[8, 4]",132,0,0.0,0.9981838662404092,0.0,0.9981838662404092
close_drawer,32,early,both_success,13,2,0.018687445500724664,0.038543839531242026,5,0.019856394030517362,11,"[14, 5]",229,5,-0.010199997374229143,0.04133308383554989,3,0.051533081209779036,2,"[13, 12]",220,0,0.0,0.8766697553777598,0.0,0.8766697553777598
close_drawer,32,middle,both_success,56,23,0.004399505001166291,0.01050335332299641,26,0.00610384832183012,35,"[13, 4]",212,25,-0.0015356508967367087,0.011538113065297997,23,0.013073763962034706,20,"[11, 3]",179,0,0.0,0.9777340088546754,0.0,0.9777340088546754
close_drawer,33,early,both_success,13,24,0.006063082280147971,0.010315846478722225,27,0.004252764198574254,54,"[8, 8]",136,27,0.0018372417699843453,0.011165666777623645,26,0.0093284250076393,28,"[10, 3]",163,0,0.027239863989725967,0.9970888135287865,0.027239863989725967,0.9970888135287865
close_drawer,33,late,both_success,99,47,0.0017594569504006392,0.004158150388082088,52,0.002398693437681449,72,"[8, 6]",134,52,-0.0042924755876259935,0.004606019703453475,48,0.008898495291079469,29,"[12, 5]",197,0,0.0,0.9953939466474439,0.0,0.9981355190121325
close_drawer,33,late,both_success,99,48,0.001422104976287602,0.004188654507726268,51,0.002766549531438666,67,"[6, 8]",104,51,-0.002084120440432509,0.0046129921041229835,47,0.006697112544555493,41,"[11, 5]",181,1,0.0,0.990942570101998,0.0,0.994889156205772
close_drawer,34,late,both_fail,99,22,0.0025782070844358133,0.01106224017699097,25,0.008484033092555156,39,"[14, 8]",232,24,-0.0017055830535285706,0.012162587729588488,22,0.013868170783117058,21,"[13, 2]",210,0,0.0,0.9819627897027275,0.0,0.9819627897027275
close_drawer,35,middle,both_success,56,51,0.0007854559221621082,0.0015184331589959744,54,0.0007329772368338662,82,"[8, 8]",136,52,-0.0004256181434892424,0.0018494649316996355,50,0.002275083075188878,48,"[15, 13]",253,0,0.0,0.9969298943704838,0.0,0.9969298943704838
close_drawer,35,late,both_success,99,39,0.0015068484300796068,0.005036835017699607,41,0.0035299865876200005,45,"[10, 5]",165,41,0.00014166417463945102,0.005166673857612475,40,0.005025009682973024,40,"[9, 2]",146,0,0.03705991518146848,0.9827059883360414,0.03705991518146848,0.9827059883360414
close_drawer,36,late,both_fail,99,44,0.00045806072167950754,0.002545915486647983,47,0.0020878547649684754,50,"[10, 14]",174,45,0.00011655872081637068,0.002668942329709937,44,0.0025523836088935663,48,"[11, 10]",186,0,0.07695394414223133,0.8751367114917661,0.07695394414223133,0.8751367114917661
close_drawer,37,early,both_success,13,27,0.0016551047193542334,0.009883492050709299,29,0.008228387331355065,33,"[9, 7]",151,29,-0.0016145450794601435,0.01031234605117121,27,0.011926891130631353,20,"[7, 4]",116,0,0.05166295780856683,0.9630533170276663,0.05166295780856683,0.9630533170276663
close_drawer,38,early,both_success,13,36,0.003184097117978503,0.007483144759145315,38,0.004299047641166812,48,"[12, 5]",197,38,0.0005067898179239912,0.008237317889808452,37,0.007730528071884461,34,"[9, 8]",152,0,0.03159075659864086,0.9024361149249414,0.03159075659864086,0.9024361149249414
close_drawer,38,middle,both_success,56,41,0.002262300305066925,0.004769329736293087,46,0.0025070294312261624,64,"[6, 7]",103,45,-0.0009002844229257442,0.005659445158585905,41,0.006559729581511649,31,"[11, 5]",181,0,0.0,0.9595034329313272,0.0,0.9595034329313272
close_drawer,39,early,both_success,13,23,0.0030829453937775446,0.010753954927395693,27,0.007671009533618148,38,"[12, 10]",202,29,-0.004316572790589557,0.010782117528750754,26,0.01509869031934031,16,"[11, 0]",176,0,0.0,0.9585935066230985,0.0,0.9801450013655176
close_drawer,39,early,both_success,13,25,0.002420492488778613,0.010273716768037611,30,0.007853224279258999,37,"[15, 12]",252,28,-0.0031780499021777982,0.010802078071580493,25,0.013980127973758291,20,"[10, 0]",160,1,0.023080892063444547,0.7946586351985739,0.023080892063444547,0.8332514872281352
close_drawer,39,middle,both_success,56,53,0.0012447605471137034,0.002239131424901774,58,0.0009943708777880706,82,"[8, 9]",137,56,-0.0014083454911061185,0.002729855126188208,53,0.004138200617294327,41,"[0, 6]",6,0,0.0,0.9988064599315656,0.0,0.9988064599315656
close_drawer,39,late,both_success,99,53,0.0007665132065598802,0.00251422522847555,55,0.0017477120219156696,69,"[8, 11]",139,54,0.00014795944950159873,0.0026892374291559947,53,0.002541277979654396,53,"[7, 11]",123,0,0.0,0.999094254422961,0.0,0.999094254422961
close_drawer,40,early,both_success,13,21,0.00614647742006588,0.012658228348857312,24,0.006511750928791432,45,"[14, 7]",231,23,0.0027941623855087146,0.013748847724614691,21,0.010954685339105976,28,"[14, 3]",227,0,0.0,0.9964469635340316,0.0,0.9964469635340316
close_drawer,40,late,both_success,99,30,0.002243156656374954,0.004510598262633287,33,0.002267441606258333,58,"[13, 8]",216,35,-0.0013588401533750792,0.004727034559680938,32,0.006085874713056017,25,"[11, 9]",185,0,0.0,0.9888375002988601,0.0,0.9888375002988601
close_drawer,41,middle,both_success,56,34,0.0016275382799704604,0.006928901508717047,37,0.005301363228746587,46,"[9, 7]",151,37,-0.004384913225853168,0.007339305246056654,34,0.011724218471909822,22,"[11, 8]",184,0,0.0,0.9951145177275589,0.0,0.9951145177275589
close_drawer,41,late,both_success,99,43,0.002628754124521159,0.005100325812780762,50,0.002471571688259603,70,"[8, 10]",138,51,1.3568028028388898e-05,0.005321612320538221,48,0.005308044292509832,46,"[8, 12]",140,0,0.0,0.9510049393964104,0.0,0.9508999436421623
close_drawer,41,late,both_success,99,47,0.0017419573851652327,0.005129940211065196,49,0.0033879828258999633,56,"[7, 10]",122,49,-0.0013329813936158834,0.005729400025639296,45,0.00706238141925518,38,"[0, 2]",2,1,0.0,0.9934171957780871,0.0,0.9934490365290006
close_drawer,42,early,both_success,13,20,0.004736664612732693,0.012506977251193988,24,0.007770312638461295,30,"[13, 9]",217,24,-0.000654835759612964,0.012803378595582537,23,0.013458214355195501,22,"[14, 7]",231,0,0.0,0.9866038572877657,0.0,0.9866038572877657
close_drawer,42,late,both_success,99,48,0.0009344039120813088,0.0020301100128346733,52,0.0010957061007533645,82,"[13, 1]",209,50,-0.0021852332191943436,0.002248967392631697,49,0.0044342006118260405,33,"[10, 5]",165,0,0.0,0.9979933689639794,0.0,0.9979933689639794
close_drawer,43,early,both_success,13,29,0.0014892644573540033,0.0052327957018142215,32,0.003743531244460218,40,"[13, 5]",213,30,-0.0020028978528412516,0.005870879979784347,29,0.007873777832625599,26,"[13, 10]",218,0,0.0,0.996333560632156,0.0,0.996333560632156
close_drawer,43,middle,both_success,56,34,0.0008131636811107732,0.004968883762883435,37,0.0041557200817726615,40,"[11, 14]",190,39,-0.0001096284204107666,0.005064956768368149,35,0.005174585188778916,34,"[14, 1]",225,0,0.06706079889980016,0.9569846603320338,0.06706079889980016,0.9569846603320338
close_drawer,44,middle,both_success,56,31,0.0035733459675431826,0.006933316606588297,38,0.0033599706390451145,55,"[11, 10]",186,32,-0.003225827992190275,0.008393752353981742,31,0.011619580346172017,29,"[12, 7]",199,0,0.0,0.9913212941619467,0.0,0.9913212941619467
close_drawer,44,late,both_success,99,49,0.000851538609702092,0.004462521453563305,52,0.0036109828438612127,53,"[7, 12]",124,50,0.00013736187390926777,0.00468756499935996,49,0.004550203125450692,49,"[9, 8]",152,0,0.0,0.9984895884609897,0.0,0.9984895884609897
close_drawer,46,late,harm,99,33,0.0018352630080974838,0.005839639987583625,37,0.004004376979486141,47,"[8, 7]",135,36,-0.0023075980937926526,0.006526867307521636,33,0.008834465401314289,26,"[13, 15]",223,0,0.0,0.9975536060972444,0.0,0.9975536060972444
close_drawer,47,late,both_success,99,37,0.002685158583368885,0.003349666206200658,42,0.0006645076228317731,120,"[11, 8]",184,41,-0.003386108690814921,0.003610120822999808,39,0.006996229513814729,31,"[9, 7]",151,0,0.0,0.9982691822148373,0.0,0.9982691822148373
close_drawer,48,middle,both_success,56,31,0.0035733459675431826,0.006933316606588297,38,0.0033599706390451145,55,"[11, 10]",186,32,-0.003225827992190275,0.008393752353981742,31,0.011619580346172017,29,"[12, 7]",199,0,0.0,0.9913212941619467,0.0,0.9913212941619467
close_drawer,48,late,both_success,99,49,0.000851538609702092,0.004462521453563305,52,0.0036109828438612127,53,"[7, 12]",124,50,0.00013736187390926777,0.00468756499935996,49,0.004550203125450692,49,"[9, 8]",152,0,0.0,0.9984895884609897,0.0,0.9984895884609897
close_drawer,50,early,both_success,13,29,0.0014892644573540033,0.0052327957018142215,32,0.003743531244460218,40,"[13, 5]",213,30,-0.0020028978528412516,0.005870879979784347,29,0.007873777832625599,26,"[13, 10]",218,0,0.0,0.996333560632156,0.0,0.996333560632156
close_drawer,50,middle,both_success,56,34,0.0008131636811107732,0.004968883762883435,37,0.0041557200817726615,40,"[11, 14]",190,39,-0.0001096284204107666,0.005064956768368149,35,0.005174585188778916,34,"[14, 1]",225,0,0.06706079889980016,0.9569846603320338,0.06706079889980016,0.9569846603320338
close_drawer,51,early,harm,13,15,0.009132426802281442,0.016849672688220137,18,0.007717245885938695,31,"[12, 8]",200,17,-0.004294295442526661,0.018426410369773494,16,0.022720705812300155,14,"[11, 10]",186,0,0.0,0.9268871871852925,0.0,0.9268871871852925
close_drawer,52,early,both_success,13,5,0.003274919315221024,0.029084953625627224,6,0.0258100343104062,7,"[12, 3]",195,6,-0.007542884349122311,0.029780273453559745,5,0.037323157802682055,3,"[0, 1]",1,0,0.054088892231973974,0.5085461359078968,0.054088892231973974,0.5085461359078968
close_drawer,52,late,both_success,99,32,0.0016378443121950175,0.005576371136069722,33,0.003938526823874704,36,"[8, 7]",135,33,0.000743048169231173,0.0059102602725717955,32,0.0051672121033406225,31,"[7, 4]",116,0,0.0,0.9979118577395079,0.0,0.9979118577395079
close_drawer,53,early,both_success,13,50,0.000833496182572533,0.003096243175597549,55,0.002262746993025016,63,"[13, 7]",215,51,-0.0003031757489739056,0.003440005378155345,50,0.0037431811271292506,48,"[6, 6]",102,0,0.0,0.9987323266178881,0.0,0.9987323266178881
close_drawer,53,late,both_success,99,27,0.004321191374419672,0.009806488057861117,29,0.0054852966834414455,34,"[8, 7]",135,29,-0.003783742181789864,0.011641665606775174,27,0.015425407788565038,22,"[0, 13]",13,0,0.02843168093877682,0.951258448792953,0.02843168093877682,0.951258448792953
close_drawer,54,early,rescue,13,12,0.0087205133575416,0.018926874605006073,20,0.010206361247464473,29,"[11, 9]",185,20,-0.0030154494714351304,0.01931390051955566,19,0.02232934999099079,16,"[10, 13]",173,0,0.007897689149660159,0.9681415245347178,0.007897689149660159,0.9681415245347178
close_drawer,54,late,rescue,99,42,0.0012712147327774534,0.0031804877823799374,43,0.001909273049602484,56,"[6, 9]",105,43,0.0003330482746597644,0.0034121241307773272,42,0.003079075856117563,45,"[11, 7]",183,0,0.0,0.9970885870654221,0.0,0.9970885870654221
close_drawer,55,early,rescue,13,7,0.012654604151489153,0.020386020318293962,11,0.007731416166804809,43,"[12, 5]",197,8,-0.0035844601555639864,0.025922896006587336,7,0.029507356162151322,8,"[12, 3]",195,0,0.0,0.9966844135722814,0.0,0.9966844135722814
close_drawer,55,middle,rescue,56,19,0.005719673769856789,0.012181743917549663,25,0.006462070147692874,34,"[12, 5]",197,24,-0.002284523776227022,0.013843069721438657,20,0.01612759349766568,19,"[11, 5]",181,0,0.0,0.9894754363462933,0.0,0.9891131340318934
close_drawer,55,middle,rescue,56,20,0.0034542863649894874,0.012621520633276267,23,0.00916723426828678,26,"[12, 8]",200,22,-0.0025738460372448785,0.014191359012903866,19,0.016765205050148745,17,"[10, 2]",162,1,0.11504726535666215,0.9504062886148893,0.11504726535666215,0.95512330574695
close_drawer,56,early,both_success,13,41,0.0027401251173983193,0.005210592651098212,51,0.0024704675336998925,63,"[11, 7]",183,43,-0.001564632834090641,0.006424373139730664,41,0.007989005973821305,37,"[8, 15]",143,0,0.0,0.9871436282722035,0.0,0.9871436282722035
close_drawer,56,middle,both_success,56,46,0.0014401585887839942,0.0035801353785457134,51,0.002139976789761719,66,"[8, 9]",137,52,-0.0015430088380635502,0.003666065587659596,49,0.005209074425723146,35,"[6, 10]",106,0,0.0,0.9982047780230543,0.0489656727278934,0.9978352048998158
close_drawer,56,middle,both_success,56,47,0.0012690127330467833,0.0036118685284048137,50,0.0023428557953580303,62,"[7, 7]",119,51,-0.00023967384068197036,0.003701138764630265,47,0.003940812605312235,43,"[14, 0]",224,1,0.0,0.9865126138673526,0.0489656727278934,0.9866037075986034
close_drawer,57,early,both_fail,13,23,0.004397767740890529,0.007778063298433244,32,0.0033802955575427153,55,"[13, 3]",211,24,-0.0038612646857588088,0.009602701969673411,23,0.01346396665543222,17,"[10, 15]",175,0,0.05904728405148374,0.9896345050832015,0.05904728405148374,0.9896345050832015
close_drawer,58,early,both_success,13,29,0.0009474708120160071,0.010055762757679812,32,0.009108291945663805,36,"[10, 5]",165,30,0.00028905260356016163,0.010318962480392407,29,0.010029909876832246,30,"[11, 13]",189,0,0.01774010046607989,0.9892279579307074,0.01774010046607989,0.9892279579307074
close_drawer,58,middle,both_success,56,51,0.0015052550651390088,0.0035910262275721454,54,0.0020857711624331365,65,"[6, 5]",101,53,-0.0004656150898978183,0.003958965815859105,50,0.0044245809057569235,48,"[12, 6]",198,0,0.0,0.990806435451419,0.0,0.990806435451419
close_drawer,58,late,both_success,99,52,0.0016548880051997705,0.003725777109591249,54,0.0020708891043914783,71,"[6, 1]",97,55,-0.0005674151361105238,0.0041346789813150285,53,0.004702094117425552,46,"[0, 2]",2,0,0.0,0.9902400912491675,0.0,0.9902400912491675
