split,layer,states,top_alignment,bottom_alignment,wrong_prompt_alignment,random_alignment,top_strength_ratio,top_minus_random,top_minus_bottom,top_minus_wrong_prompt,causal_margin,top_wins_all_controls
all,5,9,0.2672244776285206,0.1030154212841794,0.2502407182985984,0.16095829500369793,1.1142658865150208,0.10626618262482262,0.16420905634434113,0.016983759329922188,-0.06307991354907697,0
all,6,9,0.3082161384062096,0.11104465328649521,0.301681683827884,0.16095829500369793,1.2401598339381712,0.14725784340251163,0.19717148511971436,0.006534454578325565,-0.030822844639844218,0
all,7,9,0.27083607677901544,0.0679896879172822,0.25236616846191023,0.16095829500369793,1.1342937504468413,0.10987778177531748,0.20284638886173323,0.018469908317105262,-0.021699659552463727,0
all,8,9,0.307568312264789,0.016792354205949222,0.29369410490617764,0.16095829500369793,1.197015773746804,0.14661001726109107,0.29077595805883977,0.013874207358611303,0.005957144457479829,0
all,9,9,0.28330138482632905,0.07941314774160521,0.2933887120935631,0.16095829500369793,1.127860346751572,0.12234308982263108,0.20388823708472378,-0.010087327267234127,-0.04924010852160005,0
all,10,9,0.3306863859311513,0.04973097441653682,0.3141977211191672,0.16095829500369793,1.1812999929633539,0.16972809092745336,0.2809554115146145,0.016488664811984112,0.014107334978674758,0
all,11,9,0.29812996766928823,0.06196300479520801,0.26781188961872027,0.16095829500369793,1.3094821155675478,0.13717167266559024,0.2361669628740802,0.030318078050567916,0.015635862854925495,0
all,12,9,0.29864664366160815,-0.0031648465893663632,0.29586757272216335,0.16095829500369793,1.1242323441707058,0.13768834865791021,0.3018114902509745,0.0027790709394447852,-0.01594684718162036,0
all,13,9,0.3117845123723735,0.02193894570201352,0.2789005640754936,0.16095829500369793,1.2226980480316876,0.15082621736867552,0.28984556667035993,0.032883948296879933,-0.0014171668482388902,0
all,14,9,0.33720845941681665,0.016597774773999326,0.24250297826659425,0.16095829500369793,1.0978204643632583,0.1762501644131187,0.3206106846428173,0.09470548115022236,0.04683661501141659,0
all,15,9,0.29416963849549993,0.04931232714038517,0.301322697087692,0.16095829500369793,1.1449713735042648,0.13321134349180191,0.24485731135511474,-0.007153058592192085,-0.01590099177504063,0
all,16,9,0.3145740553530031,0.03673586650670141,0.2797357312597263,0.16095829500369793,1.0737723699344712,0.15361576034930516,0.2778381888463017,0.03483832409327683,0.020801192082727685,0
all,17,9,0.25158181566689286,0.041003682991687544,0.20052691887614324,0.16095829500369793,1.0893190717080723,0.09062352066319497,0.21057813267520537,0.051054896790749676,-0.022038454842085695,0
all,18,9,0.253526996279367,0.09240442100606112,0.2664579893757573,0.16095829500369793,1.099357900450456,0.09256870127566905,0.16112257527330584,-0.012930993096390338,-0.043970499743051644,0
all,19,9,0.28521112518916375,0.03165006743816639,0.28454300940402744,0.16095829500369793,1.0378152474469184,0.12425283018546583,0.2535610577509974,0.0006681157851363456,-0.02436477085783389,0
all,20,9,0.2446726476944444,0.07887232624136024,0.20406063455810164,0.16095829500369793,0.9624121031506245,0.08371435269074645,0.16580032145308415,0.040612013136342766,-0.016146302325481435,0
all,21,9,0.2909079275646059,0.061826495770939315,0.26491110914840393,0.16095829500369793,0.9513302316410753,0.12994963256090786,0.22908143179366652,0.025996818416201953,0.004837920614768537,0
all,22,9,0.23296301912870807,0.12215887797887584,0.23722181394408082,0.16095829500369793,0.9904509349086634,0.07200472412501009,0.11080414114983222,-0.004258794815372811,-0.06818133958819532,0
all,23,9,0.2414464963609561,0.017725339228463664,0.23621523297263053,0.16095829500369793,0.9177692120892426,0.08048820135725815,0.22372115713249244,0.005231263388325558,-0.02332299905418927,0
all,24,9,0.25738732712833423,0.07854781572713285,0.24116187670413503,0.16095829500369793,0.9149752084551692,0.09642903212463626,0.17883951140120138,0.01622545042419919,-0.04095115401433672,0
all,25,9,0.25247771602114105,0.12217734601387509,0.25684966645943313,0.16095829500369793,0.8890853253939281,0.09151942101744309,0.13030037000726594,-0.004371950438292143,-0.04709216793773398,0
all,26,9,0.27496707614527177,0.06997274027115995,0.27086571059979225,0.16095829500369793,0.8693354708011168,0.11400878114157378,0.20499433587411178,0.004101365545479512,-0.04131628699254158,0
all,27,9,0.27785771040319474,0.09514228357894819,0.2738295392448926,0.16095829500369793,0.8730900386793249,0.11689941539949672,0.18271542682424646,0.004028171158302066,-0.04060199184409589,0
all,28,9,0.2620075799915902,0.08060062853925357,0.2708759575560181,0.16095829500369793,0.8850062904619596,0.10104928498789226,0.18140695145233662,-0.008868377564427933,-0.05994983878401142,0
all,29,9,0.2677460119601549,0.10733068315134241,0.2739818667469398,0.16095829500369793,0.842470120766918,0.10678771695645693,0.16041532880881249,-0.006235854786784873,-0.06532493424350905,0
all,30,9,0.2636290825436925,0.019088914551697648,0.2703085992593188,0.16095829500369793,0.8002837289189553,0.10267078753999456,0.24454016799199488,-0.006679516715626246,-0.042122119172734306,0
all,31,9,0.23955806687352815,0.08230292900197286,0.22426083642112932,0.16095829500369793,0.7788013553739694,0.07859977186983019,0.1572551378715553,0.015297230452398829,-0.024228045637522275,0
